S.No.,Br,Course Name/Group Name,Credits,Instructor,Time,Venue,Time,Venue,Time,Venue
485,ES,CRYSTALLOGRAPHY AND MINERALOGY(ES201),3-0-2-0(11),"Rabiul Biswas(I), Ishwar Cukkemane(O)",M (WL226) W (WL226) F (WL226)  12:00-13:00,WL226,,,W 14:00-16:00,
486,ES,PHYSICAL HYDROLOGY(ES202),3-0-0-0(9),Tajdarul  Syed(I),M (WL226) W (WL226) F (WL226)  11:00-12:00,WL226,,,,
487,ES,GEOMORPHOLOGY(ES203),2-0-0-0(6),Hiranya Sahoo(I),M (T208) W (T208)  17:00-18:00,T208,,,,
488,ES,UNDER GRADUATE PROJECT -1(ES391A),0-0-0-0(4),DUGCES (I),,,,,,
489,ES,UNDER GRADUATE PROJECT -III(ES393A),0-0-0-0(9),DUGCES (I),,,,,,
490,ES,COMMUNICATION SKILLS IN EARTH SCIENCES(ES400A),0-0-2-0(2),DUGCES (I),W (WL305) F (WL305)  12:00-13:00,WL305,,,Th 14:00-17:00,
491,ES,STRUCTURAL GEOLOGY(ES411A),2-0-3-0(9),SANTANU  MISRA (I),T (WL226) W (WL226)  08:00-09:00,WL226,,,F 14:00-17:00,
492,ES,SEDIMENTARY PROCESSES & STRATIGRAPHIC PRINCIPLES(ES412A),2-0-2-0(8),RAJIV  SINHA (I),T (WL305) Th (WL305)  12:00-13:00,WL305,,,W 14:00-17:00,
493,ES,GEOLOGICAL EVOLUTION OF INDIAN PLATE(ES417A),2-0-0-0(6),"Hiranya Sahoo(I), Sumit Chakraborty(O)",T (WL226) Th (WL226)  17:00-18:00,WL226,,,,
494,ES,ECONOMIC GEOLOGY(ES450A),3-0-0-0(9),Govindarao Boddepalli(I),M (WL226) Th (WL226)  09:00-10:15,WL226,,,,
495,ES,ENGINEERING GEOLOGY(ES452A),3-0-0-0(9),JAVED N  MALIK     (I),M (T109) Th (T109)  12:00-13:15,T109,,,,
496,ES,ANALYTICAL METHODS IN EARTH SCIENCES(ES455A),2-0-3-0(9),DEBAJYOTI  PAUL (I),W (WL305) F (WL305)  09:00-10:15,WL305,,,Th 14:00-17:00,
497,ES,MS PROJECT(ES599),0-0-0-0(36),DUGCES (I),,,,,,
498,ES,SATELLITE REMOTE SENSING & GIS FOR GEORESOURCE EVALUATION(ES644),2-0-3-0(9),Ishwar Cukkemane(I),MTh 09:00-10:15,,,,,
499,ES,REMOTE SENSING AND GIS FOR GEO-RESOURCE EVALUATION(ES644A),2-0-3-0(9),Ishwar Cukkemane(I),M (WL305) Th (WL305)  09:00-10:15,WL305,,,F 14:00-17:00,
500,ES,ISOTOPE GEOCHEMISTRY AND APPLICATIONS(ES649),3-0-0-0(9),INDRA SEKHAR SEN(I),"MF 08:00-09:00 ,T 09:00-10:00",,,,,
501,ES,ISOTOPE GEOCHEMISTRY AND APPLICATIONS(ES649A),3-0-0-0(9),INDRA SEKHAR SEN(I),"M (WL226) F (WL226)  08:00-09:00 ,T (WL226)  09:00-10:00",WL226,,,,
502,ES,COMMUNICATION SKILLS IN EARTH SCIENCES(ES650A),0-0-0-0(0),DPGCES (I),M (T208)  12:00-13:00,T208,,,,
503,ES,MATHEMATICS FOR EARTH SCIENCES(ES651),3-0-0-0(9),DIBAKAR GHOSAL(I),WF 10:30-12:00,,,,,
504,ES,MATHEMATICS FOR EARTH SCIENCES(ES651A),3-0-0-0(9),DIBAKAR GHOSAL(I),W (WL305) F (WL305)  10:30-12:00,WL305,,,,
505,ES,SOLID EARTH GEOPHYSICS(ES655),3-1-0-0(11),ANIMESH MANDAL(I),WF 09:00-10:15,,,,,
506,ES,SOLID EARTH GEOPHYSICS(ES655A),3-1-0-0(11),ANIMESH MANDAL(I),W (WL226) F (WL226)  09:00-10:15,WL226,,,W 15:00-17:00,
507,ES,ROCK MAGNETISM(ES664),3-0-0-0(9),Amar  Agarwal(I),MTh 10:30-12:00,,,,,
508,ES,ROCK MAGNETISM(ES664A),3-0-0-0(9),Amar  Agarwal(I),M (WL305) Th (WL305)  10:30-12:00,WL305,,,,
509,ES,PHYSICS OF EARTHQUAKES(ES665),3-0-0-0(9),Deepa Mele Veedu(I),TTh 15:30-17:00,,,,,
510,ES,PHYSICS OF EARTHQUAKES(ES665A),3-0-0-0(9),Deepa Mele Veedu(I),T (WL226) Th (WL226)  15:30-17:00,WL226,,,,
511,ES,M TECH THESIS(ES699),0-0-0-0(0),"DPGCES (I), DUGCES (O)",,,,,,
512,ES,PH D THESIS(ES799),0-0-0-0(0),DPGCES (I),,,,,,
513,ES,FUNDAMENTALS OF EARTH SCIENCES(ESO213),3-0-0-0(9),Deepak Dhingra(I),M (L17) W (L17) F (L17)  09:00-10:00,L17,,,,
514,HSS,INDIAN ART AND CIVILIZATION(ART101),3-1-0-0(11),Rajarshi (I),MWF 18:00-19:00,,Th 18:00-19:00,,,
515,HSS,INDIAN ART AND CIVILIZATION(ART101A),3-1-0-0(11),Rajarshi (I),M (L03) W (L03) F (L03)  18:00-19:00,L03,Th (L03) Th (L12)  18:00-19:00,"L12 ,L03",,
516,HSS,THE ART OF AMERICAN WAR MOVIES(ART404A),3-0-0-0(9),RITWIJ BHOWMIK(I),T (L09) W (L09) F (L09)  12:00-13:00,L09,,,,
517,HSS,ART CRITICISM: THEORY AND PRACTICE(ART406A),3-0-0-0(9),SHATARUPA THAKURTA  ROY   (I),M (L09) W (L09) F (L09)  17:00-18:00,L09,,,,
518,HSS,VISUAL ETHNOGRAPHY(ART706),2-0-3-0(9),Rajarshi (I),MTh 14:00-15:15,,,,,
519,HSS,VISUAL ETHNOGRAPHY(ART706A),2-0-2-0(9),Rajarshi (I),M (T112) Th (T112)  14:00-15:15,T112,,,,
520,HSS,RESEARCH METHODS IN VISUAL CULTURE(ART708),2-0-3-0(9),SHATARUPA THAKURTA  ROY   (I),WF 10:30-12:00,,,,,
521,HSS,RESEARCH METHODS IN VISUAL CULTURE(ART708A),2-0-3-0(9),SHATARUPA THAKURTA  ROY   (I),W (T112) F (T112)  10:30-12:00,T112,,,,
522,HSS,CREATIVE PAINTING-METHODOLOGY & PRACTICES(ART711),2-0-3-0(9),RITWIJ BHOWMIK(I),MTh 12:00-13:15,,,,,
523,HSS,CREATIVE PAINTING-METHODOLOGY & PRACTICES(ART711A),2-0-3-0(9),RITWIJ BHOWMIK(I),M (T103) Th (T103)  12:00-13:15,T103,,,,
524,HSS,INTRODUCTION TO LITERATURE(ENG123),3-1-0-0(11),G  NEELAKANTAN (I),MWF 18:00-19:00,,Th 18:00-19:00,,,
525,HSS,INTRODUCTION TO LITERATURE(ENG123A),3-1-0-0(11),G  NEELAKANTAN (I),M (L04) W (L04) F (L04) F (L10) F (L11)  18:00-19:00,"L11 ,L10 ,L04",Th (L04)  18:00-19:00,L04,,
526,HSS,LANGUAGE AND SOCIETY(ENG124),3-1-0-0(11),Chinmay Dharurkar(I),MWF 18:00-19:00,,Th 18:00-19:00,,,
527,HSS,LANGUAGE AND SOCIETY(ENG124A),3-1-0-0(11),Chinmay Dharurkar(I),M (L05) W (L05) F (L05)  18:00-19:00,L05,Th (L05)  18:00-19:00,L05,,
528,HSS,SECOND LANGUAGE ACQUISITION(ENG408A),3-0-0-0(9),SUDHARSHANA N P(I),M (L10) W (L10) F (L10)  17:00-18:00,L10,,,,
529,HSS,CURRENT ISSUES IN LINGUISTICS(ENG423A),3-0-0-0(9),Usha Udaar(I),M (FB657) W (FB657) F (FB657)  17:00-18:00,FB657,,,,
530,HSS,INDIAN LITERATURE(ENG437A),3-0-0-0(9),Muthukumar M(I),T (L11) W (L11) F (L11)  12:00-13:00,L11,,,,
531,HSS,LITERATURE AND CENSORSHIP(ENG439A),3-0-0-0(9),MINI  CHANDRAN (I),T (L10) W (L10) F (L10)  12:00-13:00,L10,,,,
532,HSS,LITERATURE & ADAPTATION(ENG446A),3-0-0-0(9),SUCHITRA  MATHUR (I),M (WL228) W (WL228) F (WL228)  17:00-18:00,WL228,,,,
533,HSS,ACADEMIC WRITING(ENG450A),3-0-0-0(9),Lakshmana Pinninti(I),M (L02) W (L02) F (L02)  17:00-18:00,L02,,,,
534,HSS,LINGUISTIC TYPOLOGY(ENG452A),3-0-0-0(9),CHAITHRA  PUTTASWAMY (I),M (L11) W (L11) F (L11)  17:00-18:00,L11,,,,
535,HSS,CLIMATE FICTION AND FILMS(ENG456A),3-0-0-0(9),T  RAVICHANDRAN (I),T (L12) W (L12) F (L12)  12:00-13:00,L12,,,,
536,HSS,FILM AND THEORY(ENG457A),3-0-0-0(9),Syed Feroz  (I),M (L12) W (L12) F (L12)  17:00-18:00,L12,,,,
537,HSS,AUTOBIOGRAPHICAL LITERATURE(ENG460A),3-0-0-0(9),SAYAN CHATTOPADHYAY(I),M (L04) W (L04) F (L04)  17:00-18:00,L04,,,,
538,HSS,NATION THEORY AND LITERATURE(ENG705),3-0-0-0(9),Muthukumar M(I),"T 14:00-15:15 ,M 15:30-17:00",,,,,
539,HSS,NATION THEORY AND LITERATURE(ENG705A),3-0-0-0(9),Muthukumar M(I),"T (T103)  14:00-15:15 ,M (T103)  15:30-17:00",T103,,,,
540,HSS,APPLIED LINGUISTICS(ENG708),3-0-0-0(9),SUDHARSHANA N P(I),MTh 14:00-15:15,,,,,
541,HSS,APPLIED LINGUISTICS(ENG708A),3-0-0-0(9),SUDHARSHANA N P(I),M (FB668) Th (FB668)  14:00-15:15,FB668,,,,
542,HSS,LINGUISTIC ANALYSIS(ENG709),3-0-0-0(9),Usha Udaar(I),"T 14:00-15:15 ,M 15:30-17:00",,,,,
543,HSS,LINGUISTIC ANALYSIS(ENG709A),3-0-0-0(9),Usha Udaar(I),"T (T112)  14:00-15:15 ,M (T112)  15:30-17:00",T112,,,,
544,HSS,INDIVIDUAL PROJECTS(ENG716),3-0-0-0(9),CHAITHRA  PUTTASWAMY (I),WF 09:00-10:15,,,,,
545,HSS,INDIVIDUAL PROJECTS(ENG716A),3-0-0-0(9),CHAITHRA  PUTTASWAMY (I),W (FB657) F (FB657)  09:00-10:15,FB657,,,,
546,HSS,FEMINIST THEORY AND LITERATURE(ENG743),3-0-0-0(9),SUCHITRA  MATHUR (I),WF 10:30-12:00,,,,,
547,HSS,FEMINIST THEORY AND LITERATURE(ENG743A),3-0-0-0(9),SUCHITRA  MATHUR (I),W (FB657) F (FB657)  10:30-12:00,FB657,,,,
548,HSS,POSTWAR AMERICAN FICTION(ENG750),3-0-0-0(9),G  NEELAKANTAN (I),WF 10:30-12:00,,,,,
549,HSS,POSTWAR AMERICAN FICTION(ENG750A),3-0-0-0(9),G  NEELAKANTAN (I),W (WL228) F (WL228)  10:30-12:00,WL228,,,,
550,HSS,CONTEMPORARY CRITICAL THEORIES & LITERARY PRAXES(ENG751),3-0-0-0(9),SAYAN CHATTOPADHYAY(I),TTh 15:30-17:00,,,,,
551,HSS,CONTEMPORARY CRITICAL THEORIES & LITERARY PRAXES(ENG751A),3-0-0-0(9),SAYAN CHATTOPADHYAY(I),T (FB657) Th (FB657)  15:30-17:00,FB657,,,,
552,HSS,HISTORICAL LINGUISTICS(ENG754),3-0-0-0(9),Chinmay Dharurkar(I),WF 10:30-12:00,,,,,
553,HSS,HISTORICAL LINGUISTICS(ENG754A),3-0-0-0(9),Chinmay Dharurkar(I),W (WL235) F (WL235)  10:30-12:00,WL235,,,,
554,HSS,RESEARCH METHODS IN ENGLISH AS A SECOND LANGUAGE STUDIES(ENG755),3-0-0-0(9),Lakshmana Pinninti(I),MTh 12:00-13:15,,,,,
555,HSS,RESEARCH METHODS IN ENGLISH AS A SECOND LANGUAGE STUDIES(ENG755A),3-0-0-0(9),Lakshmana Pinninti(I),M (T102) Th (T102)  12:00-13:15,T102,,,,
556,HSS,FILM THEORY AND HISTORIOGRAPHY(ENG765),3-0-0-0(9),Syed Feroz  (I),WF 09:00-10:15,,,,,
557,HSS,FILM THEORY AND HISTORIOGRAPHY(ENG765A),3-0-0-0(9),Syed Feroz  (I),W (FB668) F (FB668)  09:00-10:15,FB668,,,,
558,HSS,PERSPECTIVES OF THE POSTHUMAN AND/IN THE ANTHROPOCENE(ENG777),3-0-0-0(9),T  RAVICHANDRAN (I),WF 17:00-18:30,,,,,
559,HSS,PERSPECTIVES OF THE POSTHUMAN AND / IN THE ANTHROPOCENE(ENG777A),3-0-0-0(9),T  RAVICHANDRAN (I),W (FB668) F (FB668)  17:00-18:30,FB668,,,,
560,HSS,PHD THESIS(ENG799),0-0-0-0(0),DPGCHSS (I),,,,,,
561,HSS,PHD THESIS(FA799),0-0-0-0(0),DPGCHSS (I),,,,,,
562,HSS,PHILOSOPHY OF BEAUTY(PHI161),3-1-0-0(11),PRASHANT BHALCHANDRA  BAGAD (I),MWF 18:00-19:00,,Th 18:00-19:00,,,
563,HSS,PHILOSOPHY OF BEAUTY(PHI161A),3-1-0-0(11),PRASHANT BHALCHANDRA  BAGAD (I),M (L06) W (L06) F (L06)  18:00-19:00,L06,Th (L11) Th (L06)  18:00-19:00,"L06 ,L11",,
564,HSS,INDIVIDUAL VS AUTHORITY(PHI448A),3-0-0-0(9),VINEET  SAHU (I),M (L13) W (L13) F (L13)  17:00-18:00,L13,,,,
565,HSS,PHILOSOPHY OF COGNITIVE SCIENCE(PHI452A),3-0-0-0(9),Lalit  Saraswat(I),T (L02) W (L02) F (L02)  12:00-13:00,L02,,,,
566,HSS,PHILOSOPHICAL LOGIC(PHI455A),3-0-0-0(9),A V RAVISHANKAR  SARMA (I),M (WL235) W (WL235) F (WL235)  17:00-18:00,WL235,,,,
567,HSS,CONTEMPORARY THEMES IN MORAL EPISTEMOLOGY(PHI711),3-0-0-0(9),Sushruth Ravish(I),WF 17:00-18:30,,,,,
568,HSS,CONTEMPORARY THEMES IN MORAL EPISTEMOLOGY(PHI711A),3-0-0-0(9),Sushruth Ravish(I),W (WL237) F (WL237)  17:00-18:30,WL237,,,,
569,HSS,MODAL LOGIC(PHI768),3-0-0-0(9),A V RAVISHANKAR  SARMA (I),WF 09:00-10:15,,,,,
570,HSS,MODAL LOGIC(PHI768A),3-0-0-0(9),A V RAVISHANKAR  SARMA (I),W (T107) F (T107)  09:00-10:15,T107,,,,
571,HSS,SOCIAL AND POLITICAL PHILOSPHY(PHI774),3-0-0-0(9),VINEET  SAHU (I),MTh 12:00-13:15,,,,,
572,HSS,SOCIAL AND POLITICAL PHILOSPHY(PHI774A),3-0-0-0(9),VINEET  SAHU (I),M (FB668) Th (FB668)  12:00-13:15,FB668,,,,
573,HSS,PLATO(PHI785),3-0-0-0(9),PRASHANT BHALCHANDRA  BAGAD (I),WF 10:30-12:00,,,,,
574,HSS,PLATO(PHI785A),3-0-0-0(9),PRASHANT BHALCHANDRA  BAGAD (I),W (FB668) F (FB668)  10:30-12:00,FB668,,,,
575,HSS,EVOLUTIONARY THEORIES OF KNOWLEDGE AND COGNITION(PHI786),3-0-0-0(9),Lalit  Saraswat(I),MTh 10:30-12:00,,,,,
576,HSS,EVOLUTIONARY THEORIES OF KNOWLEDGE AND COGNITION(PHI786A),3-0-0-0(9),Lalit  Saraswat(I),M (T107) Th (T107)  10:30-12:00,T107,,,,
577,HSS,PHD THESIS(PHI799),0-0-0-0(0),DPGCHSS (I),,,,,,
578,HSS,APPLICATION OF PSYCHOLOGY TO LIFE(PSY152),3-1-0-0(11),KUMAR RAVI  PRIYA (I),MWF 18:00-19:00,,Th 18:00-19:00,,,
579,HSS,APPLICATION OF PSYCHOLOGY TO LIFE(PSY152A),3-1-0-0(11),KUMAR RAVI  PRIYA (I),M (L14) W (L14) F (L14)  18:00-19:00,L14,Th (L14)  18:00-19:00,L14,,
580,HSS,SOCIAL COGNITION(PSY468A),3-0-0-0(9),SHIKHA   DIXIT  (I),T (L08) W (L08) F (L08)  12:00-13:00,L08,,,,
581,HSS,QUALITATIVE RESEARCH : THEORY AND PRACTICE(PSY774),3-0-0-0(9),KUMAR RAVI  PRIYA (I),WF 10:30-12:00,,,,,
582,HSS,QUALITATIVE RESEARCH : THEORY AND PRACTICE(PSY774A),3-0-0-0(9),KUMAR RAVI  PRIYA (I),W (T105) F (T105)  10:30-12:00,T105,,,,
583,HSS,ADVANCED COURSE IN SOCIAL COGNITION(PSY798),3-0-0-0(9),SHIKHA   DIXIT  (I),MTh 12:00-13:15,,,,,
584,HSS,ADVANCED COURSE IN SOCIAL COGNITION(PSY798A),3-0-0-0(9),SHIKHA   DIXIT  (I),M (FB657) Th (FB657)  12:00-13:15,FB657,,,,
585,HSS,PHD THESIS(PSY799),0-0-0-0(0),DPGCHSS (I),,,,,,
586,HSS,INTRODUCTORY SOCIOLOGY(SOC171),3-1-0-0(11),Thounaojam Somokanta(I),MWF 18:00-19:00,,Th 18:00-19:00,,,
587,HSS,INTRODUCTORY SOCIOLOGY(SOC171A),3-1-0-0(11),Thounaojam Somokanta(I),M (L02) W (L02) F (L02)  18:00-19:00,L02,Th (L15) Th (L02)  18:00-19:00,"L02 ,L15",,
588,HSS,SOCIOLOGY OF DEVELOPMENT(SOC470A),3-0-0-0(9),BINAY  KUMAR  PATTNAIK (I),T (L04) W (L04) F (L04)  12:00-13:00,L04,,,,
589,HSS,INTRODUCTION TO COMPUTATIONAL SOCIOLOGY(SOC471A),3-0-0-0(9),Pradip  Swarnakar(I),M (T201) W (T201) F (T201)  17:00-18:00,T201,,,,
590,HSS,INDIAN SOCIETY AND CULTURE(SOC473A),3-0-0-0(9),"MUNMUN  JHA (I), ANINDITA  CHAKRABARTI (O)",M (L16) W (L16) F (L16)  17:00-18:00,L16,,,,
591,HSS,CONTEMPORARY APPLICATIONS OF SOCIAL DEMOGRAPHY(SOC476A),3-0-0-0(9),Esha Chatterjee(I),M (L08) W (L08) F (L08)  17:00-18:00,L08,,,,
592,HSS,SOCIOLOGY OF GLOBALIZATION(SOC482A),3-0-0-0(9),JILLET SARAH SAM(I),T (T201) W (T201) F (T201)  12:00-13:00,T201,,,,
593,HSS,SOCIOLOGICAL THEORY(SOC721),3-0-0-0(9),"MUNMUN  JHA (I), ANINDITA  CHAKRABARTI (O)",MTh 09:00-10:15,,,,,
594,HSS,SOCIOLOGICAL THEORY(SOC721A),3-0-0-0(9),"MUNMUN  JHA (I), ANINDITA  CHAKRABARTI (O)",M (FB668) Th (FB668)  09:00-10:15,FB668,,,,
595,HSS,POPULATION PROCESSES(SOC733),3-0-0-0(9),Esha Chatterjee(I),WF 10:30-12:00,,,,,
596,HSS,POPULATION PROCESSES(SOC733A),3-0-0-0(9),Esha Chatterjee(I),W (EEM111) F (EEM111)  10:30-12:00,EEM111,,,,
597,HSS,SOCIOLOGY OF ENVIRONMENT(SOC742),3-0-0-0(9),"B N PATNAIK(I), Pradip  Swarnakar(O)",MTh 14:00-15:15,,,,,
598,HSS,SOCIOLOGY OF ENVIRONMENT(SOC742A),3-0-0-0(9),"B N PATNAIK(I), Pradip  Swarnakar(O)",M (FB657) Th (FB657)  14:00-15:15,FB657,,,,
599,HSS,SOCIAL THEORY IN  LATE TWENTIETH CENTURY(SOC745),3-0-0-0(9),"Thounaojam Somokanta(I), JILLET SARAH SAM(O)",MTh 10:30-12:00,,,,,
600,HSS,SOCIAL THEORY IN  LATE TWENTIETH CENTURY(SOC745A),3-0-0-0(9),"Thounaojam Somokanta(I), JILLET SARAH SAM(O)",M (T108) Th (T108)  10:30-12:00,T108,,,,
601,HSS,PHD THESIS(SOC799),0-0-0-0(0),DPGCHSS (I),,,,,,
602,IME,INTRODUCTION TO MANAGEMENT(IME201),3-0-0-0(9),"DEEPU  PHILIP (I), Abhinava Tripathi(O), AMIT SHUKLA(O)",M (L01) W (L01) Th (L01)  08:00-09:00,L01,,,,
603,IME,PROBABILITY AND STATISTICS(IME602),3-0-0-0(9),RAGHU NANDAN SENGUPTA(I),MTh 09:00-10:15,,,,,
604,IME,PROBABILITY AND STATISTICS(IME602A),3-0-0-0(9),RAGHU NANDAN SENGUPTA(I),M (C3) Th (C3)  09:00-10:15,C3,,,,
605,IME,INTRODUCTION TO COMPUTING(IME603),3-0-0-0(9),VEENA BANSAL(I),"T 14:00-15:15 ,M 15:30-17:00",,,,,
606,IME,INTRODUCTION TO COMPUTING(IME603A),3-0-0-0(9),VEENA BANSAL(I),"T (C3)  14:00-15:15 ,M (C3)  15:30-17:00",C3,,,,
607,IME,OPERATIONS RESEARCH FOR MANAGEMENT(IME605),3-0-0-0(9),SRI VANAMALLA V(I),WF 12:00-13:15,,,,,
608,IME,OPERATIONS RESEARCH FOR MANAGEMENT(IME605A),3-0-0-0(9),SRI VANAMALLA V(I),W (C3) F (C3)  12:00-13:15,C3,,,,
609,IME,COMPUTER AIDED DECISION SYSTEMS(IME624),3-0-0-0(9),DEEPU  PHILIP (I),"T 10:00-11:00 ,M 17:00-18:00",,,,,
610,IME,COMPUTER AIDED DECISION SYSTEMS(IME624A),3-0-0-0(9),DEEPU  PHILIP (I),"T (C1)  10:00-11:00 ,M (C1)  17:00-18:00",C1,,,,
611,IME,INTRODUCTION TO GAME THEORY(IME636),3-0-0-0(9),Vinay Ramani(I),MTh 12:00-13:15,,,,,
612,IME,INTRODUCTION TO GAME THEORY(IME636A),3-0-0-0(9),Vinay Ramani(I),MTh 12:00-13:15,,,,,
613,IME,DATA MINING AND KNOWLEDGE DISCOVERY(IME672),3-0-0-0(9),FAIZ HAMID(I),WF 10:30-12:00,,,,,
614,IME,DATA MINING AND KNOWLEDGE DISCOVERY(IME672A),3-0-0-0(9),FAIZ HAMID(I),W (C3) F (C3)  10:30-12:00,C3,,,,
615,IME,ADVANCED STATISTICAL METHODS FOR BUSINESS ANALYTICS(IME692),3-0-0-0(9),RAGHU NANDAN SENGUPTA(I),"F 14:00-15:00 ,T 17:00-18:00",,,,,
616,IME,ADVANCED STATISTICAL METHODS FOR BUSINESS ANALYTICS(IME692A),3-0-0-0(9),RAGHU NANDAN SENGUPTA(I),"F (C3)  14:00-15:00 ,T (C3)  17:00-18:00",C3,,,,
617,IME,SEMINAR(IME698),0-0-0-0(0),DPGCIME (I),,,,,,
618,IME,SEMINAR(IME698A),0-0-0-0(0),DPGCIME (I),,,,,,
619,IME,M TECH THESIS(IME699),0-0-0-0(0),"DPGCIME (I), DUGCIME (O)",,,,,,
620,IME,STATISTICAL METHODS FOR MANAGEMENT RESEARCH(IME701),3-0-0-0(9),SRI VANAMALLA V(I),MTh 12:00-13:15,,,,,
621,IME,STATISTICAL METHODS FOR MANAGEMENT RESEARCH(IME701A),3-0-0-0(9),SRI VANAMALLA V(I),M (C3) Th (C3)  12:00-13:15,C3,,,,
622,IME,PHD THESIS(IME799),0-0-0-0(0),DPGCIME (I),,,,,,
623,IME,ACCOUNTING & FINANCE(MBA601),3-0-0-0(10),Harshal Mulay(I),"T 10:00-11:00 ,M 17:00-18:00",,,,,
624,IME,ACCOUNTING & FINANCE(MBA601A),3-0-0-1(10),Harshal Mulay(I),"T (C5)  10:00-11:00 ,M (C5)  17:00-18:00",C5,,,,
625,IME,ECONOMIC ANALYSIS FOR MANAGEMENT(MBA606),3-0-0-0(10),Vinay Ramani(I),WF 09:00-10:15,,,,,
626,IME,ECONOMIC ANALYSIS FOR MANAGEMENT(MBA606A),3-0-0-1(10),Vinay Ramani(I),W (C5) F (C5)  09:00-10:15,C5,,,,
627,IME,ORGANIZATION STRUCTURE AND BEHAVIOUR(MBA611),3-0-0-0(10),"RAHUL VARMAN(I), AMIT SHUKLA(O)",MTh 10:30-12:00,,,,,
628,IME,ORGANIZATION STRUCTURE AND DESIGN(MBA611A),3-0-0-1(10),"RAHUL VARMAN(I), AMIT SHUKLA(O)",M (C5) Th (C5)  10:30-12:00,C5,,,,
629,IME,STRATEGIC MANAGEMENT(MBA623),3-0-0-0(10),R R K  SHARMA (I),WF 09:00-10:15,,,,,
630,IME,STRATEGIC MANAGEMENT(MBA623A),3-0-0-0(10),R R K  SHARMA (I),W (C1) F (C1)  09:00-10:15,C1,,,,
631,IME,MARKETING MANAGEMENT(MBA631),3-0-0-0(10),Jitender Kumar(I),"T 14:00-15:15 ,M 15:30-17:00",,,,,
632,IME,MARKETING MANAGEMENT(MBA631A),3-0-0-1(10),Jitender Kumar(I),"T (C5)  14:00-15:15 ,M (C5)  15:30-17:00",C5,,,,
633,IME,BUSINESS PROCESS MANAGEMENT(MBA647),3-0-0-0(10),SUBHAS CHANDRA  MISRA (I),MTh 10:30-12:00,,,,,
634,IME,BUSINESS PROCESS MANAGEMENT(MBA647A),3-0-0-0(10),SUBHAS CHANDRA  MISRA (I),M (C1) Th (C1)  10:30-12:00,C1,,,,
635,IME,QUANTITATIVE METHODS FOR DECISION MAKING(MBA651),3-0-0-0(10),"FAIZ HAMID(I), AVIJIT KHANRA(O)",TTh 15:30-17:00,,,,,
636,IME,QUANTITATIVE METHODS FOR DECISION MAKING(MBA651A),3-0-0-1(10),"FAIZ HAMID(I), AVIJIT KHANRA(O)",T (C5) Th (C5)  15:30-17:00,C5,,,,
637,IME,STATISTICAL MODELLING FOR BUSINESS ANALYTICS(MBA652),3-0-0-0(10),DEVLINA CHATTERJEE(I),MTh 12:00-13:15,,,,,
638,IME,STATISTICAL MODELLING FOR BUSINESS ANALYTICS(MBA652A),3-0-0-1(10),DEVLINA CHATTERJEE(I),M (C2) Th (C2)  12:00-13:15,C2,,,,
639,IME,SUPPLY CHAIN MANAGEMENT(MBA664),3-0-0-0(10),Vipin B(I),TTh 15:30-17:00,,,,,
640,IME,SUPPLY CHAIN MANAGEMENT(MBA664A),3-0-0-0(10),Vipin B(I),T (C4) Th (C4)  15:30-17:00,C4,,,,
641,IME,PROJECT MANAGEMENT(MBA666),3-0-0-0(10),Suvendu Naskar(I),"T 12:00-13:00 ,W 14:00-15:00",,,,,
642,IME,PROJECT MANAGEMENT(MBA666A),3-0-0-1(10),Suvendu Naskar(I),"T (C2)  12:00-13:00 ,W (C2)  14:00-15:00",C2,,,,
643,IME,INTRODUCTION TO POLICY MAKING(MBA669),3-0-0-0(10),Jothsna Rajan(I),"T 12:00-13:00 ,W 14:00-15:00",,,,,
644,IME,INTRODUCTION TO POLICY MAKING(MBA669A),3-0-0-0(10),Jothsna Rajan(I),"T (C1)  12:00-13:15 ,W (C1)  14:00-15:15",C1,,,,
645,IME,MANAGING SERVICE OPERATIONS(MBA671),3-0-0-0(9),Prerna Gautam(I),MTh 12:00-13:15,,,,,
646,IME,MANAGING SERVICE OPERATIONS(MBA671A),3-0-0-0(10),Prerna Gautam(I),M (C1) Th (C1)  12:00-13:15,C1,,,,
647,IME,POWER SECTOR REFORM & REFORM AND REGULATION(MBA683),3-0-0-0(10),ANOOP SINGH(I),MTh 10:30-12:00,,,,,
648,IME,POWER SECTOR REFORM & REGULATION: THEORY AND PRACTICE(MBA683A),3-0-0-0(10),ANOOP SINGH(I),M (C2) Th (C2)  10:30-12:00,C2,,,,
649,IME,MANAGEMENT SEMINARS(MBA698),0-0-0-0(0),DPGCIME (I),,,,,,
650,IME,MANAGEMENT SEMINARS(MBA698A),0-0-0-0(0),DPGCIME (I),,,,,,
651,IME,CAPSTONE PROJECT I(MBA701),0-0-0-0(9),DPGCIME (I),,,,,,
652,IME,CAPSTONE PROJECT I(MBA701A),0-0-0-0(9),DPGCIME (I),,,,,,
653,IME,GOVERNANCE OF GLOBAL VALUE CHAINS(MBA717A),3-0-0-0(5),RAHUL VARMAN(I),W (C1) F (C1)  12:00-13:15,C1,,,,
654,IME,GOVERNANCE OF GLOBAL VALUE CHAINS(MBA717M),3-0-0-0(5),RAHUL VARMAN(I),WF 12:00-13:15,,,,,
655,IME,INTRODUCTION TO CLIMATE CHANGE ECONOMICS AND POLICY(MBA726),3-0-0-0(10),Mousami Prasad(I),WF 10:30-12:00,,,,,
