Course Name/Group Name,Credits,Instructor,Time,Time.1,Time.2,Cleaned_Time_3,day1,day2,day3,start_time123,end_time123,day4,day5,start_time456,end_time456
FUNCTIONAL ANALYSIS(MTH405A),3-1-0-0(11),SAMEER LAXMAN  CHAVAN (I),M (FB557) T (FB557) Th (FB557)  15:00-16:00,F (FB557)  12:00-13:00,,,M,T,T,15:00 PM,16:00 PM,,,,
COMPUTER PROGRAMMING AND DATA STRUCTURES(MTH409),2-1-1-0(9),B V R  KUMAR (I),MT 16:00-17:00,Th 16:00-17:00,F 16:00-17:00,,M,T,,16:00 PM,17:00 PM,,,,
COMPUTER PROGRAMMING AND DATA STRUCTURES(MTH409A),2-1-1-0(9),B V R  KUMAR (I),M (L09) T (L09)  16:00-17:00,Th (L09)  16:00-17:00,F 16:00-17:00,,M,T,,16:00 PM,17:00 PM,,,,
ORDINARY DIFFERENTIAL EQUATIONS(MTH421),3-1-0-0(11),Mrinmay Biswas(I),TWTh 08:00-09:00,F 15:00-16:00,,,T,W,T,8:00 AM,9:00 AM,,,,
ORDINARY DIFFERENTIAL EQUATIONS(MTH421A),3-1-0-0(11),Mrinmay Biswas(I),T (WL228) W (WL228) Th (WL228)  08:00-09:00,F (WL228)  15:00-16:00,,,T,W,T,8:00 AM,9:00 AM,,,,
PARTIAL DIFFERENTIAL EQUATIONS(MTH424A),3-1-0-0(11),Indranil Chowdhury(I),M (L06) T (L06) Th (L06)  15:00-16:00,F (L06)  15:00-16:00,,,M,T,T,15:00 PM,16:00 PM,,,,
NUMERICAL ANALYSIS & SCIENTIFIC COMPUTING II(MTH430A),3-0-1-0(10),SAKTIPADA  GHORAI (I),M (L03) T (L03) Th (L03)  16:00-17:00,,F 14:00-15:00,,M,T,T,16:00 PM,17:00 PM,,,,
INTRODUCTION TO SAMPLING THEORY(MTH432M),3-1-0-0(6),SHALABH   (I),M (L11) W (L11) F (L11)  08:00-09:00,Th (L11)  08:00-09:00,,,M,W,F,8:00 AM,9:00 AM,,,,
REAL ANALYSIS(MTH433),3-1-0-0(11),SASMITA  PATNAIK (I),MWF 12:00-13:00,Th 12:00-13:00,,,M,W,F,12:00 PM,13:00 PM,,,,
REAL ANALYSIS(MTH433A),3-1-0-0(11),SASMITA  PATNAIK (I),M (L03) W (L03) F (L03)  12:00-13:00,Th (L03)  12:00-13:00,,,M,W,F,12:00 PM,13:00 PM,,,,
COMPLEX ANALYSIS(MTH434M),3-1-0-0(6),DEBASIS SEN(I),MWF 08:00-09:00,Th 08:00-09:00,,,M,W,F,8:00 AM,9:00 AM,,,,
LINEAR REGRESSION AND ANOVA(MTH441A),3-0-1-0(10),Satya Singh(I),M (L03) W (L03) F (L03)  17:00-18:00,,T 17:10-18:00,,M,W,F,17:00 PM,18:00 PM,,,,
TIME SERIES ANALYSIS(MTH442A),3-0-1-0(10),AMIT  MITRA (I),T (L02) W (L02) Th (L02)  08:00-09:00,,T 18:00-19:00,,T,W,T,8:00 AM,9:00 AM,,,,
INFERENCE - II(MTH515A),3-1-0-0(11),NEERAJ  MISRA   (I),"M (L12) F (L12)  08:00-09:00 ,T (L12)  09:00-10:00",W (L12)  14:00-15:00,,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM
NON-PARAMETRIC INFERENCE(MTH516A),3-1-0-0(11),SUBHAJIT DUTTA(I),M (L11) Th (L11)  12:00-13:15,Th (L11)  17:00-17:50,,,M,Th,,12:00 PM,13:15 PM,,,,
PROJECT-I(MTH598A),0-0-9-0(9),DEBASIS SEN(I),,,,,,,,,,,,,
PROJECT-II(MTH599A),0-0-0-0(9),DEBASIS SEN(I),,,,,,,,,,,,,
INTRODUCTION TO PROFESSION AND COMMUNICATIONS SKILLS (MATHEMATICS)(MTH600M),3-0-0-0(5),MOHUA  BANERJEE (I),WF 10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
ALGEBRA II(MTH611),3-0-0-0(9),PREENA  SAMUEL (I),MTTh 10:00-11:00,,,,M,T,T,10:00 AM,11:00 AM,,,,
ALGEBRA II(MTH611A),3-0-0-0(9),PREENA  SAMUEL (I),M (T208) T (T208) Th (T208)  10:00-11:00,,,,M,T,T,10:00 AM,11:00 AM,,,,
INTRODUCTION TO COMMUTATIVE ALGEBRA(MTH612),3-0-0-0(9),Sachin Subhash Sharma (I),MTTh 16:00-17:00,,,,M,T,T,16:00 PM,17:00 PM,,,,
INTRODUCTION TO COMMUTATIVE ALGEBRA(MTH612A),3-0-0-0(9),Sachin Subhash Sharma (I),M (T111) T (T111) Th (T111)  16:00-17:00,,,,M,T,T,16:00 PM,17:00 PM,,,,
THEORETICAL NUMERICAL MATHEMATICS(MTH616),3-0-0-0(9),AKASH ANAND(I),MTTh 10:00-11:00,,,,M,T,T,10:00 AM,11:00 AM,,,,
THEORETICAL NUMERICAL MATHEMATICS(MTH616A),3-0-0-0(9),AKASH ANAND(I),M (T211) T (T211) Th (T211)  10:00-11:00,,,,M,T,T,10:00 AM,11:00 AM,,,,
FOURIER ANALYSIS(MTH621),3-0-0-0(9),PARASAR  MOHANTY (I),MTh 12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
FOURIER ANALYSIS(MTH621A),3-0-0-0(9),PARASAR  MOHANTY (I),M (FB557) Th (FB557)  12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
SEVERAL COMPLEX VARIABLES(MTH640),3-0-0-0(9),Vikramjeet Chandel(I),MTTh 16:00-17:00,,,,M,T,T,16:00 PM,17:00 PM,,,,
SEVERAL COMPLEX VARIABLES(MTH640A),3-0-0-0(9),Vikramjeet Chandel(I),M (T203) T (T203) Th (T203)  16:00-17:00,,,,M,T,T,16:00 PM,17:00 PM,,,,
SPATIAL STATISTICS(MTH643),3-1-0-0(11),Arnab Hazra(I),"MTTh 10:00-11:00 ,W 12:00-13:00",,,,M,T,T,10:00 AM,11:00 AM,W,,12:00 PM,13:00 PM
SPATIAL STATISTICS(MTH643A),3-1-0-0(11),Arnab Hazra(I),M (FB557) T (FB557) Th (FB557)  10:00-11:00,W (FB557)  12:00-13:00,,,M,T,T,10:00 AM,11:00 AM,,,,
COMPLEX FUNCTION THEORY(MTH644),3-0-0-0(9),P Muthukumar(I),MTTh 15:00-16:00,,,,M,T,T,15:00 PM,16:00 PM,,,,
COMPLEX FUNCTION THEORY(MTH644A),3-0-0-0(9),P Muthukumar(I),M (T201) T (T201) Th (T201)  15:00-16:00,,,,M,T,T,15:00 PM,16:00 PM,,,,
ALGEBRAIC TOPOLOGY(MTH649),3-0-0-0(9),Bidyut Sanki(I),WF 17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
ALGEBRAIC TOPOLOGY(MTH649A),3-0-0-0(9),Bidyut Sanki(I),W (T204) F (T204)  17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
INTRODUCTION TO TORIC VARIETIES(MTH651),3-0-0-0(9),Narasimha Bonala(I),WF 17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
INTRODUCTION TO TORIC VARIETIES(MTH651A),3-0-0-0(9),Narasimha Bonala(I),W (FB557) F (FB557)  17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
SOBOLEV SPACES AND APPLICATIONS(MTH656),3-0-0-0(9),T  MUTHUKUMAR (I),MWF 17:00-18:00,,,,M,W,F,17:00 PM,18:00 PM,,,,
SOBOLEV SPACES AND APPLICATIONS(MTH656A),3-0-0-0(9),T  MUTHUKUMAR (I),M (T206) W (T206) F (T206)  17:00-18:00,,,,M,W,F,17:00 PM,18:00 PM,,,,
NONLINEAR DYNAMICAL SYSTEMS(MTH658),3-0-0-0(9),MALAY  BANERJEE (I),WF 09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
NONLINEAR DYNAMICAL SYSTEMS(MTH658A),3-0-0-0(9),MALAY  BANERJEE (I),W (T201) F (T201)  09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
ASYMPTOTIC STATISTICS(MTH665),3-0-0-0(9),Minerva  Mukhopadhyay(I),MTTh 11:00-12:00,,,,M,T,T,11:00 AM,12:00 PM,,,,
ASYMPTOTIC STATISTICS(MTH665A),3-0-0-0(9),Minerva  Mukhopadhyay(I),M (T208) T (T208) Th (T208)  11:00-12:00,,,,M,T,T,11:00 AM,12:00 PM,,,,
INTRODUCTION TO ALGEBRAIC GEOMETRY AND ALGEBRAIC GROUPS(MTH667),3-0-0-0(9),SANTOSHA KUMAR PATTANAYAK(I),MTTh 14:00-15:00,,,,M,T,T,14:00 PM,15:00 PM,,,,
INTRODUCTION TO ALGEBRAIC GEOMETRY AND ALGEBRAIC GROUPS(MTH667A),3-0-0-0(9),SANTOSHA KUMAR PATTANAYAK(I),M (T110) T (T110) Th (T110)  14:00-15:00,,,,M,T,T,14:00 PM,15:00 PM,,,,
NON-LINEAR REGRESSION(MTH686),3-0-0-0(9),DEBASIS  KUNDU (I),MTTh 16:00-17:00,,,,M,T,T,16:00 PM,17:00 PM,,,,
NON-LINEAR REGRESSION(MTH686A),3-0-0-0(9),DEBASIS  KUNDU (I),M (T201) T (T201) Th (T201)  16:00-17:00,,,,M,T,T,16:00 PM,17:00 PM,,,,
TOPICS IN ARITHMATIC(MTH688),3-0-0-0(9),Sudhanshu  Shekhar (I),MWF 12:00-13:00,,,,M,W,F,12:00 PM,13:00 PM,,,,
TOPICS IN ARITHMATIC(MTH688A),3-0-0-0(9),Sudhanshu  Shekhar (I),M (T104) W (T104) F (T104)  12:00-13:00,,,,M,W,F,12:00 PM,13:00 PM,,,,
PROJECT-I(MTH697A),0-0-9-0(9),DEBASIS SEN(I),,,,,,,,,,,,,
PROJECT II(MTH698A),0-0-0-0(9),DEBASIS SEN(I),,,,,,,,,,,,,
PROJECT- III(MTH699A),0-0-0-0(9),DEBASIS SEN(I),,,,,,,,,,,,,
MS PROJECT - 4(MTH700A),3-0-0-0(9),DEBASIS SEN(I),,,,,,,,,,,,,
INTRODUCTION TO PROFESSION AND COMMUNICATIONS SKILLS (STATISTICS)(MTH702M),3-0-0-0(5),"Dootika  Vats(I), AMIT  MITRA (O)",W (FB557) F (FB557)  10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
INTRODUCTION TO COXETER GROUPS(MTH731),3-0-0-0(9),Pooja Singla(I),MTh 12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
INTRODUCTION TO COXETER GROUPS(MTH731A),3-0-0-0(9),Pooja Singla(I),M (T207) Th (T207)  12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
FOURIER ANALYSIS-I & DISTRIBUTION THEORY(MTH736),3-0-0-0(9),RAMA  RAWAT (I),WF 09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
FOURIER ANALYSIS-I & DISTRIBUTION THEORY(MTH736A),3-0-0-0(9),RAMA  RAWAT (I),W (T212) F (T212)  09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
ANALYSIS(MTH753),3-0-0-0(9),Satyajit Guin(I),"MTh 09:00-10:00 ,T 12:00-13:00",,,,M,Th,,9:00 AM,10:00 AM,T,,12:00 PM,13:00 PM
ANALYSIS(MTH753A),3-0-0-0(9),Satyajit Guin(I),"M (T107) Th (T107)  09:00-10:00 ,T (T107)  12:00-13:00",,,,M,Th,,9:00 AM,10:00 AM,T,,12:00 PM,13:00 PM
PROBABILITY THEORY(MTH754),3-0-0-0(9),Suprio Bhar(I),"MTh 09:00-10:00 ,T 12:00-13:00",,,,M,Th,,9:00 AM,10:00 AM,T,,12:00 PM,13:00 PM
PROBABILITY THEORY(MTH754A),3-0-0-0(9),Suprio Bhar(I),"M (T205) Th (T205)  09:00-10:00 ,T (T205)  12:00-13:00",,,,M,Th,,9:00 AM,10:00 AM,T,,12:00 PM,13:00 PM
STATISTICAL INFERENCE(MTH755),3-0-0-0(9),SHARMISHTHA  MITRA   (I),MTThF 15:00-16:00,,,,M,T,T,15:00 PM,16:00 PM,,,,
STATISTICAL INFERENCE(MTH755A),3-0-0-0(9),SHARMISHTHA  MITRA   (I),M (T111) T (T111) Th (T111)  15:00-16:00,,,,M,T,T,15:00 PM,16:00 PM,,,,
VECTOR BUNDLES AND CHARACTERISTIC CLASSES(MTH761),3-0-0-0(9),Ajay Singh Ramdin Thakur (I),MTTh 11:00-12:00,,,,M,T,T,11:00 AM,12:00 PM,,,,
VECTOR BUNDLES AND CHARACTERISTIC CLASSES(MTH761A),3-0-0-0(9),Ajay Singh Ramdin Thakur (I),M (T205) T (T205) Th (T205)  11:00-12:00,,,,M,T,T,11:00 AM,12:00 PM,,,,
RESEARCH(MTH799),0-0-0-0(0),DPGCMTH (I),,,,,,,,,,,,,
PHD THESIS(NT799),0-0-0-0(0),DPGCNET (I),,,,,,,,,,,,,
HIGH PERFORMANCE COMPUTING WITH APPLICATIONS(IDC606A),3-0-0-0(9),MAHENDRA KUMAR  VERMA (I),W (T106) F (T106)  09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
PHYSICS LABORATORY(PHY111) /A,0-0-3-0(3),MANAS  KHAN(I),,,MTWThF 10:00-13:00,,,,,,,,,,
PHYSICS LABORATORY(PHY111) /B,0-0-3-0(3),MANAS  KHAN(I),,,MTWThF 10:00-13:00,,,,,,,,,,
CLASSICAL DYNAMICS(PHY112),3-1-0-0(11),Supratik Banerjee(I),M (L07) Th (L07) F (L07)  09:00-10:00,T (L10) T (L11) T (L13) T (L08)  09:00-10:00,,,M,Th,,9:00 AM,10:00 AM,,,,
CLASSICAL ELECTRODYNAMICS(PHY113),3-1-0-0(11),Taraknath Mandal(I),M (L19) T (L19) F (L19)  09:00-10:00,Th (L12) Th (L10) Th (L11) Th (L17)  09:00-10:00,,,M,T,F,9:00 AM,10:00 AM,,,,
QUANTUM PHYSICS(PHY114),3-1-0-0(11),M K  HARBOLA   (I),M (L18) T (L18) F (L18)  09:00-10:00,Th (L04) Th (L05) Th (L16)  09:00-10:00,,,M,T,F,9:00 AM,10:00 AM,,,,
OSCILLATIONS AND WAVES(PHY115),3-1-0-0(11),Sivasurender Chandran(I),M (L01) Th (L01) F (L01)  09:00-10:00,T (DJAB(206H)) T (DJAB(203H)) T (DJAB(205H))  09:00-10:00,,,M,Th,,9:00 AM,10:00 AM,,,,
OPTICS(PHY224),3-0-3-0(12),Venkata Jayasurya Yallapragada(I),T (L10) W (T104)  17:00-18:00,,ThF 14:00-17:00,,T,W,,17:00 PM,18:00 PM,,,,
PHYSICS OF UNIVERSE(PHY305A),3-0-0-0(9),Gopal Hazra(I),M (T211) W (T211) F (T211)  17:00-18:00,,,,M,W,F,17:00 PM,18:00 PM,,,,
PHYSICS OF INFORMATION PROCESSING(PHY313A),3-0-0-0(9),SAIKAT  GHOSH (I),W (L13) F (L13)  09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
MODERN PHYSICS LABORATORY(PHY315A),1-0-6-0(9),KRISHNACHARYA     (I),M (L06)  08:00-09:00,,MT 14:00-17:00,,M,0,,8:00 AM,9:00 AM,,,,
INTRODUCTION TO THE DEPARTMENT(PHY400),0-0-0-0(5),AMIT KUMAR  AGARWAL (I),"WF 15:00-16:00 ,M 17:00-18:00",,,,W,F,,15:00 PM,16:00 PM,M,,17:00 PM,18:00 PM
INTRODUCTION TO THE DEPARTMENT(PHY400A),0-0-5-0(5),AMIT KUMAR  AGARWAL (I),"W (T110) F (T110)  15:00-16:00 ,M (T110)  17:00-18:00",,,,W,F,,15:00 PM,16:00 PM,M,,17:00 PM,18:00 PM
CLASSICAL MECHANICS(PHY401),3-1-0-0(11),TAPOBRATA  SARKAR   (I),TF 12:00-13:15,W 12:00-13:00,,,T,F,,12:00 PM,13:15 PM,,,,
CLASSICAL MECHANICS I(PHY401A),3-1-0-0(11),TAPOBRATA  SARKAR   (I),T (L14) F (L14)  12:00-13:15,W (L14)  12:00-13:00,,,T,F,,12:00 PM,13:15 PM,,,,
SPECIAL & GENERAL RELATIVITY(PHY407A),3-0-0-0(9),Nilay Kundu(I),"M (T201) F (T201)  08:00-09:00 ,T (T201)  09:00-10:00",,,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM
MATHEMATICAL METHODS I(PHY421),3-1-0-0(11),DIPANKAR  CHAKRABORTI   (I),MTh 12:00-13:15,F 08:00-09:00,,,M,Th,,12:00 PM,13:15 PM,,,,
MATHEMATICAL METHODS I(PHY421A),3-1-0-0(11),DIPANKAR  CHAKRABORTI   (I),M (L10) Th (L10)  12:00-13:15,F (L10)  08:00-09:00,,,M,Th,,12:00 PM,13:15 PM,,,,
QUANTUM MECHANICS I(PHY431),3-1-0-0(11),ADITYA HEMCHANDRA  KELKAR (I),MTh 09:00-10:15,T 09:00-10:00,,,M,Th,,9:00 AM,10:15 AM,,,,
QUANTUM MECHANICS I(PHY431A),3-1-0-0(11),ADITYA HEMCHANDRA  KELKAR (I),M (L06) Th (L06)  09:00-10:15,T (L06)  09:00-10:00,,,M,Th,,9:00 AM,10:15 AM,,,,
ELECTRONICS(PHY441),2-1-4-0(5),"Rohit Medwal(I), K P  RAJEEV   (O)",MTh 11:00-12:00,T 11:00-12:00,,,M,Th,,11:00 AM,12:00 PM,,,,
ELECTRONICS(PHY441A),2-1-3-0(11),"Rohit Medwal(I), K P  RAJEEV   (O)",M (L06) Th (L06)  11:00-12:00,T (L06)  11:00-12:00,M 14:00-17:00,,M,Th,,11:00 AM,12:00 PM,,,,
EXPERIMENTAL PHYSICS I(PHY461),0-0-8-0(4),ZAKIR  HOSSAIN   (I),,,TWThF 14:00-18:00,,,,,,,,,,
EXPERIMENTAL PHYSICS I(PHY461A),0-0-8-0(8),ZAKIR  HOSSAIN   (I),,,TWThF 14:00-18:00,,,,,,,,,,
EXPERIMENTAL PHYSICS II(PHY462A),0-0-8-0(8),ZAKIR  HOSSAIN   (I),,,TWThF 14:00-18:00,,,,,,,,,,
M SC REVIEW PROJECT II(PHY501A),0-0-9-0(9),Chanchal  Sow(I),,,,,,,,,,,,,
M.SC. REVIEW PROJECT  III(PHY502A),0-0-8-0(8),Chanchal  Sow(I),,,,,,,,,,,,,
CONDENSED MATTER PHYSICS I(PHY543A),3-1-0-0(11),Sudeep Ghosh(I),M (L09) T (L09) Th (L09)  10:00-11:00,F (T109)  12:00-13:00,,,M,T,Th,10:00 AM,11:00 AM,,,,
CLASSICAL ELECTRODYNAMICS I(PHY552A),3-1-0-0(11),KAUSHIK  BHATTACHARYA   (I),T (T212) W (T212) Th (T212)  08:00-09:00,,,,T,W,Th,8:00 AM,9:00 AM,,,,
CLASSICAL ELECTRODYNAMICS  II(PHY553A),3-1-0-0(11),G SENGUPTA     (I),T (WL235) W (WL235) Th (WL235)  08:00-09:00,,,,T,W,Th,8:00 AM,9:00 AM,,,,
BACHELOR OF SCIENCE PROJECT -1(PHY555A),0-0-0-9(9),TARUN KANTI  GHOSH   (I),,,,,,,,,,,,,
BACHELOR OF SCIENCE PROJECT -II(PHY556A),0-0-0-9(9),TARUN KANTI  GHOSH   (I),,,,,,,,,,,,,
M.SC. PROJECT I(PHY563A),0-0-9-0(9),KAUSHIK  BHATTACHARYA   (I),,,,,,,,,,,,,
M.SC. PROJECT II(PHY565A),0-0-9-0(9),KAUSHIK  BHATTACHARYA   (I),,,,,,,,,,,,,
M.SC.RESEARCH PROJECT I(PHY596A),0-0-0-9(9),Arijit Kundu(I),,,,,,,,,,,,,
M.SC. RESEARCH PROJECT I(PHY598A),0-0-0-9(9),Arijit Kundu(I),,,,,,,,,,,,,
INTRODUCTION TO PROFESSION AND COMMUNICATION SKILLS FOR PHYSICISTS(PHY600A),0-1-0-1(3),AMIT KUMAR  AGARWAL (I),"WF 15:00-16:00 ,M 17:00-18:00",,,,W,F,,15:00 PM,16:00 PM,M,,17:00 PM,18:00 PM
TOPICS IN SEMICONDUCTOR(PHY628),3-0-0-0(11),Jayanta Bhattacharjee(I),WF 17:10-18:25,M 17:10-18:25,,,W,F,,17:10 PM,18:25 PM,,,,
PHYSICS OF SOFT MATTER AND FLUIDS(PHY628A),3-0-0-0(11),Jayanta Bhattacharjee(I),W (T109) F (T109)  17:10-18:25,M (T109)  17:10-18:25,,,W,F,,17:10 PM,18:25 PM,,,,
TRANSPORT IN MESOSCOPIC SYSTEMS(PHY632),3-0-0-0(9),ANJAN KUMAR  GUPTA   (I),"MTh 10:00-11:00 ,T 12:00-13:00",,,,M,Th,,10:00 AM,11:00 AM,T,,12:00 PM,13:00 PM
TRANSPORT IN MESOSCOPIC SYSTEMS(PHY632A),3-0-0-0(9),ANJAN KUMAR  GUPTA   (I),"M (T212) Th (T212)  10:00-11:00 ,T (T212)  12:00-13:00",,,,M,Th,,10:00 AM,11:00 AM,T,,12:00 PM,13:00 PM
INTRODUCTION TO CONFORMAL FIELD THEORY(PHY652),3-0-0-0(9),Diptarka Das(I),WF 09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
INTRODUCTION TO CONFORMAL FIELD THEORY(PHY652A),3-0-0-0(9),Diptarka Das(I),W (T110) F (T110)  09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
EVOLUTIONARY GAME DYNAMICS(PHY670),3-0-0-0(9),SAGAR  CHAKRABORTY (I),MTTh 14:00-15:00,,,,M,T,Th,14:00 PM,15:00 PM,,,,
EVOLUTIONARY GAME DYNAMICS(PHY670A),3-0-0-0(9),SAGAR  CHAKRABORTY (I),M (T107) T (T107) Th (T107)  14:00-15:00,,,,M,T,Th,14:00 PM,15:00 PM,,,,
NOVEL PHASES OF QUANTUM MATTER(PHY675),3-0-0-0(9),Adhip Agarwala(I),MTTh 14:00-15:00,,,,M,T,Th,14:00 PM,15:00 PM,,,,
NOVEL PHASES OF QUANTUM MATTER(PHY675A),3-0-0-0(9),Adhip Agarwala(I),M (T111) T (T111) Th (T111)  14:00-15:00,,,,M,T,Th,14:00 PM,15:00 PM,,,,
QUANTUM FIELD THEORY(PHY681),3-0-0-0(9),ARJUN  BAGCHI (I),MTh 12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
QUANTUM FIELD THEORY(PHY681A),3-0-0-0(9),ARJUN  BAGCHI (I),M (T110) Th (T110)  12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
TECHNIQUES IN EXPERIMENTAL HIGH ENERGY PHYSICS(PHY683),3-0-0-0(9),Navaneeth Poonthottathil(I),WF 10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
TECHNIQUES IN EXPERIMENTAL HIGH ENERGY PHYSICS(PHY683A),3-0-0-0(9),Navaneeth Poonthottathil(I),W (T108) F (T108)  10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
COHERENCE & QUANTUM ENTANGLEMENT(PHY690G),3-0-0-0(9),ANAND KUMAR  JHA (I),M (T203) Th (T203)  12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
COSMOLOGY(PHY690I),3-0-0-0(9),"Debtosh Chowdhury(I), Sabyasachi Chakraborty(O)","M (T206) Th (T206)  10:00-11:00 ,T (T206)  12:00-13:00",,,,M,Th,,10:00 AM,11:00 AM,T,,12:00 PM,13:00 PM
CORRELATED ELECTRONS AND QUANTUM MAGNETISM(PHY690N),3-0-0-0(9),AVINASH  SINGH   (I),W (T112) F (T112)  17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
TYPE II SUPERCONDUCTORS VORTICES & APPLICATIONS(PHY690S),3-0-0-0(9),SATYAJIT  BANERJEE   (I),W (T107) F (T107)  10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
M.SC.RESEARCH PROJECT I(PHY696A),0-0-0-9(9),Arijit Kundu(I),,,,,,,,,,,,,
M.SC.RESEARCH PROJECT I(PHY698A),0-0-0-9(9),Arijit Kundu(I),,,,,,,,,,,,,
RESEARCH(PHY799),0-0-0-0(0),DPGCPHY (I),,,,,,,,,,,,,
INTRODUCTION TO PHOTONICS(PSE601),3-0-0-0(9),PRADEEP  KUMAR K   (I),MTh 10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
INTRODUCTION TO PHOTONICS(PSE601A),3-0-0-0(9),PRADEEP  KUMAR K   (I),M (SL215) Th (SL215)  10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
PRINCIPLES OF LASERS AND DETECTORS(PSE602),3-0-0-0(9),"DEBABRATA  GOSWAMI (I), UTPAL  DAS   (O)",MTh 12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
PRINCIPLES OF LASERS AND DETECTORS(PSE602A),3-0-0-0(9),"DEBABRATA  GOSWAMI (I), UTPAL  DAS   (O)",M (SL215) Th (SL215)  12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
NUMERICAL METHODS IN OPTICS(PSE603),3-0-0-0(9),RAJSHEKHAR  GANNAVARPU (I),WF 10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
NUMERICAL METHODS IN OPTICS(PSE603A),3-0-0-0(9),RAJSHEKHAR  GANNAVARPU (I),W (SL215) F (SL215)  10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
M. TECH THESIS(PSE699),0-0-0-0(0),"DPGCPSE (I), DUGCPSE (O)",,,,,,,,,,,,,
PHD THESIS(PSE799),0-0-0-0(0),DPGCPSE (I),,,,,,,,,,,,,
MS - RESEARCH THESIS(PSE899),0-0-0-0(0),DPGCPSE (I),,,,,,,,,,,,,
THERMO-FLUID ENGINEERING(SEE601),3-0-0-0(9),Laltu Chandra(I),"T 10:00-11:00 ,WF 15:00-16:00 ,M 17:00-18:00",,,M17:00-18:00,T,1,,10:00 AM,11:00 AM,W,F,15:00 PM,16:00 PM
THERMO-FLUID ENGINEERING(SEE601A),3-0-0-0(9),Laltu Chandra(I),"T (T112)  10:00-11:00 ,W (T112) F (T112)  15:00-16:00 ,M (T112)  17:00-18:00",,,M17:00-18:00,T,1,,10:00 AM,11:00 AM,W,F,15:00 PM,16:00 PM
PHYSICS OF ENERGY MATERIALS(SEE602),3-0-0-0(9),"Sudarshan Narayanan(I), ASHISH GARG(O)",MTh 09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
PHYSICS OF ENERGY MATERIALS(SEE602A),3-0-0-0(9),Sudarshan Narayanan(I),M (T207) Th (T207)  09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
ELECTRICAL POWER ENGINEERING(SEE603),3-0-0-0(9),Prabodh Bajpai(I),MTh 12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
ELECTRICAL POWER ENGINEERING(SEE603A),3-0-0-0(9),Prabodh Bajpai(I),M (T212) Th (T212)  12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
ELECTROCHEMICAL ENERGY SYSTEMS(SEE606A),3-0-0-0(9),Kanwar Singh Nalwa(I),W (L05) F (L05)  10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
INTRODUCTION TO BIOENERGY AND BIOFUELS(SEE608),3-0-0-0(9),"Deepika Swami(I), RAJU KUMAR GUPTA(O), ANAND SINGH(O)","TF 12:00-13:00 ,W 14:00-15:00",,,,T,F,,12:00 PM,13:00 PM,W,,14:00 PM,15:00 PM
INTRODUCTION TO BIOENERGY AND BIOFUELS(SEE608A),3-0-0-0(9),"Deepika Swami(I), RAJU KUMAR GUPTA(O), ANAND SINGH(O)","W (T110)  14:00-15:00 ,T (T110) F (T110)  12:00-13:00",,,,W,1,,14:00 PM,15:00 PM,T,F,12:00 PM,13:00 PM
