Course Name,Credits,Instructor,Time,Time.1,Time.2,day1,day2,day3,day4,day5,start_time_7,end_time_7,day7,start_time_8,end_time_8,day8,day9,day10,day11,start_time_1,start_time_2,start_time_3,end_time_1,end_time_2,end_time_3,start_time_4,start_time_5,end_time_4,end_time_5,end_time_9,end_time_10,end_time_11,start_time_9,start_time_10,start_time_11,Course Code
MATHEMATICS FOR EARTH SCIENCES(ES651),3-0-0-0(9),DIBAKAR GHOSAL(I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ES651
MATHEMATICS FOR EARTH SCIENCES(ES651A),3-0-0-0(9),DIBAKAR GHOSAL(I),W (WL305) F (WL305)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ES651A
SOLID EARTH GEOPHYSICS(ES655),3-1-0-0(11),ANIMESH MANDAL(I),WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ES655
SOLID EARTH GEOPHYSICS(ES655A),3-1-0-0(11),ANIMESH MANDAL(I),W (WL226) F (WL226)  09:00-10:15,,W 15:00-17:00,W,F,,,,,,,,,,W,1,None,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,5:00 PM,5:00 PM,5:00 PM,3:00 PM,3:00 PM,3:00 PM,ES655A
ROCK MAGNETISM(ES664),3-0-0-0(9),Amar  Agarwal(I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ES664
ROCK MAGNETISM(ES664A),3-0-0-0(9),Amar  Agarwal(I),M (WL305) Th (WL305)  10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ES664A
PHYSICS OF EARTHQUAKES(ES665),3-0-0-0(9),Deepa Mele Veedu(I),TTh 15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,ES665
PHYSICS OF EARTHQUAKES(ES665A),3-0-0-0(9),Deepa Mele Veedu(I),T (WL226) Th (WL226)  15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,ES665A
M TECH THESIS(ES699),0-0-0-0(0),"DPGCES (I), DUGCES (O)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES699
PH D THESIS(ES799),0-0-0-0(0),DPGCES (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES799
FUNDAMENTALS OF EARTH SCIENCES(ESO213),3-0-0-0(9),Deepak Dhingra(I),M (L17) W (L17) F (L17)  09:00-10:00,,,M,W,F,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,10:00 AM,,,,,,,,,,,ESO213
INDIAN ART AND CIVILIZATION(ART101),3-1-0-0(11),Rajarshi (I),MWF 18:00-19:00,Th 18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,ART101
INDIAN ART AND CIVILIZATION(ART101A),3-1-0-0(11),Rajarshi (I),M (L03) W (L03) F (L03)  18:00-19:00,Th (L03) Th (L12)  18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,ART101A
THE ART OF AMERICAN WAR MOVIES(ART404A),3-0-0-0(9),RITWIJ BHOWMIK(I),T (L09) W (L09) F (L09)  12:00-13:00,,,T,W,F,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,ART404A
ART CRITICISM: THEORY AND PRACTICE(ART406A),3-0-0-0(9),SHATARUPA THAKURTA  ROY   (I),M (L09) W (L09) F (L09)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ART406A
VISUAL ETHNOGRAPHY(ART706),2-0-3-0(9),Rajarshi (I),MTh 14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,ART706
VISUAL ETHNOGRAPHY(ART706A),2-0-2-0(9),Rajarshi (I),M (T112) Th (T112)  14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,ART706A
RESEARCH METHODS IN VISUAL CULTURE(ART708),2-0-3-0(9),SHATARUPA THAKURTA  ROY   (I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ART708
RESEARCH METHODS IN VISUAL CULTURE(ART708A),2-0-3-0(9),SHATARUPA THAKURTA  ROY   (I),W (T112) F (T112)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ART708A
CREATIVE PAINTING-METHODOLOGY & PRACTICES(ART711),2-0-3-0(9),RITWIJ BHOWMIK(I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,ART711
CREATIVE PAINTING-METHODOLOGY & PRACTICES(ART711A),2-0-3-0(9),RITWIJ BHOWMIK(I),M (T103) Th (T103)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,ART711A
INTRODUCTION TO LITERATURE(ENG123),3-1-0-0(11),G  NEELAKANTAN (I),MWF 18:00-19:00,Th 18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,ENG123
INTRODUCTION TO LITERATURE(ENG123A),3-1-0-0(11),G  NEELAKANTAN (I),M (L04) W (L04) F (L04) F (L10) F (L11)  18:00-19:00,Th (L04)  18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,ENG123A
LANGUAGE AND SOCIETY(ENG124),3-1-0-0(11),Chinmay Dharurkar(I),MWF 18:00-19:00,Th 18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,ENG124
LANGUAGE AND SOCIETY(ENG124A),3-1-0-0(11),Chinmay Dharurkar(I),M (L05) W (L05) F (L05)  18:00-19:00,Th (L05)  18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,ENG124A
SECOND LANGUAGE ACQUISITION(ENG408A),3-0-0-0(9),SUDHARSHANA N P(I),M (L10) W (L10) F (L10)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ENG408A
CURRENT ISSUES IN LINGUISTICS(ENG423A),3-0-0-0(9),Usha Udaar(I),M (FB657) W (FB657) F (FB657)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ENG423A
INDIAN LITERATURE(ENG437A),3-0-0-0(9),Muthukumar M(I),T (L11) W (L11) F (L11)  12:00-13:00,,,T,W,F,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,ENG437A
LITERATURE AND CENSORSHIP(ENG439A),3-0-0-0(9),MINI  CHANDRAN (I),T (L10) W (L10) F (L10)  12:00-13:00,,,T,W,F,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,ENG439A
LITERATURE & ADAPTATION(ENG446A),3-0-0-0(9),SUCHITRA  MATHUR (I),M (WL228) W (WL228) F (WL228)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ENG446A
ACADEMIC WRITING(ENG450A),3-0-0-0(9),Lakshmana Pinninti(I),M (L02) W (L02) F (L02)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ENG450A
LINGUISTIC TYPOLOGY(ENG452A),3-0-0-0(9),CHAITHRA  PUTTASWAMY (I),M (L11) W (L11) F (L11)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ENG452A
CLIMATE FICTION AND FILMS(ENG456A),3-0-0-0(9),T  RAVICHANDRAN (I),T (L12) W (L12) F (L12)  12:00-13:00,,,T,W,F,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,ENG456A
FILM AND THEORY(ENG457A),3-0-0-0(9),Syed Feroz  (I),M (L12) W (L12) F (L12)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ENG457A
AUTOBIOGRAPHICAL LITERATURE(ENG460A),3-0-0-0(9),SAYAN CHATTOPADHYAY(I),M (L04) W (L04) F (L04)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ENG460A
NATION THEORY AND LITERATURE(ENG705),3-0-0-0(9),Muthukumar M(I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,ENG705
NATION THEORY AND LITERATURE(ENG705A),3-0-0-0(9),Muthukumar M(I),"T (T103)  14:00-15:15 ,M (T103)  15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,ENG705A
APPLIED LINGUISTICS(ENG708),3-0-0-0(9),SUDHARSHANA N P(I),MTh 14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,ENG708
APPLIED LINGUISTICS(ENG708A),3-0-0-0(9),SUDHARSHANA N P(I),M (FB668) Th (FB668)  14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,ENG708A
LINGUISTIC ANALYSIS(ENG709),3-0-0-0(9),Usha Udaar(I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,ENG709
LINGUISTIC ANALYSIS(ENG709A),3-0-0-0(9),Usha Udaar(I),"T (T112)  14:00-15:15 ,M (T112)  15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,ENG709A
INDIVIDUAL PROJECTS(ENG716),3-0-0-0(9),CHAITHRA  PUTTASWAMY (I),WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ENG716
INDIVIDUAL PROJECTS(ENG716A),3-0-0-0(9),CHAITHRA  PUTTASWAMY (I),W (FB657) F (FB657)  09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ENG716A
FEMINIST THEORY AND LITERATURE(ENG743),3-0-0-0(9),SUCHITRA  MATHUR (I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ENG743
FEMINIST THEORY AND LITERATURE(ENG743A),3-0-0-0(9),SUCHITRA  MATHUR (I),W (FB657) F (FB657)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ENG743A
POSTWAR AMERICAN FICTION(ENG750),3-0-0-0(9),G  NEELAKANTAN (I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ENG750
POSTWAR AMERICAN FICTION(ENG750A),3-0-0-0(9),G  NEELAKANTAN (I),W (WL228) F (WL228)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ENG750A
CONTEMPORARY CRITICAL THEORIES & LITERARY PRAXES(ENG751),3-0-0-0(9),SAYAN CHATTOPADHYAY(I),TTh 15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,ENG751
CONTEMPORARY CRITICAL THEORIES & LITERARY PRAXES(ENG751A),3-0-0-0(9),SAYAN CHATTOPADHYAY(I),T (FB657) Th (FB657)  15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,ENG751A
HISTORICAL LINGUISTICS(ENG754),3-0-0-0(9),Chinmay Dharurkar(I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ENG754
HISTORICAL LINGUISTICS(ENG754A),3-0-0-0(9),Chinmay Dharurkar(I),W (WL235) F (WL235)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ENG754A
RESEARCH METHODS IN ENGLISH AS A SECOND LANGUAGE STUDIES(ENG755),3-0-0-0(9),Lakshmana Pinninti(I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,ENG755
RESEARCH METHODS IN ENGLISH AS A SECOND LANGUAGE STUDIES(ENG755A),3-0-0-0(9),Lakshmana Pinninti(I),M (T102) Th (T102)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,ENG755A
FILM THEORY AND HISTORIOGRAPHY(ENG765),3-0-0-0(9),Syed Feroz  (I),WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ENG765
FILM THEORY AND HISTORIOGRAPHY(ENG765A),3-0-0-0(9),Syed Feroz  (I),W (FB668) F (FB668)  09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ENG765A
PERSPECTIVES OF THE POSTHUMAN AND/IN THE ANTHROPOCENE(ENG777),3-0-0-0(9),T  RAVICHANDRAN (I),WF 17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,ENG777
PERSPECTIVES OF THE POSTHUMAN AND / IN THE ANTHROPOCENE(ENG777A),3-0-0-0(9),T  RAVICHANDRAN (I),W (FB668) F (FB668)  17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,ENG777A
PHD THESIS(ENG799),0-0-0-0(0),DPGCHSS (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG799
PHD THESIS(FA799),0-0-0-0(0),DPGCHSS (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA799
PHILOSOPHY OF BEAUTY(PHI161),3-1-0-0(11),PRASHANT BHALCHANDRA  BAGAD (I),MWF 18:00-19:00,Th 18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,PHI161
PHILOSOPHY OF BEAUTY(PHI161A),3-1-0-0(11),PRASHANT BHALCHANDRA  BAGAD (I),M (L06) W (L06) F (L06)  18:00-19:00,Th (L11) Th (L06)  18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,PHI161A
INDIVIDUAL VS AUTHORITY(PHI448A),3-0-0-0(9),VINEET  SAHU (I),M (L13) W (L13) F (L13)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,PHI448A
PHILOSOPHY OF COGNITIVE SCIENCE(PHI452A),3-0-0-0(9),Lalit  Saraswat(I),T (L02) W (L02) F (L02)  12:00-13:00,,,T,W,F,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,PHI452A
PHILOSOPHICAL LOGIC(PHI455A),3-0-0-0(9),A V RAVISHANKAR  SARMA (I),M (WL235) W (WL235) F (WL235)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,PHI455A
CONTEMPORARY THEMES IN MORAL EPISTEMOLOGY(PHI711),3-0-0-0(9),Sushruth Ravish(I),WF 17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,PHI711
CONTEMPORARY THEMES IN MORAL EPISTEMOLOGY(PHI711A),3-0-0-0(9),Sushruth Ravish(I),W (WL237) F (WL237)  17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,PHI711A
MODAL LOGIC(PHI768),3-0-0-0(9),A V RAVISHANKAR  SARMA (I),WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,PHI768
MODAL LOGIC(PHI768A),3-0-0-0(9),A V RAVISHANKAR  SARMA (I),W (T107) F (T107)  09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,PHI768A
SOCIAL AND POLITICAL PHILOSPHY(PHI774),3-0-0-0(9),VINEET  SAHU (I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,PHI774
SOCIAL AND POLITICAL PHILOSPHY(PHI774A),3-0-0-0(9),VINEET  SAHU (I),M (FB668) Th (FB668)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,PHI774A
PLATO(PHI785),3-0-0-0(9),PRASHANT BHALCHANDRA  BAGAD (I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,PHI785
PLATO(PHI785A),3-0-0-0(9),PRASHANT BHALCHANDRA  BAGAD (I),W (FB668) F (FB668)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,PHI785A
EVOLUTIONARY THEORIES OF KNOWLEDGE AND COGNITION(PHI786),3-0-0-0(9),Lalit  Saraswat(I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,PHI786
EVOLUTIONARY THEORIES OF KNOWLEDGE AND COGNITION(PHI786A),3-0-0-0(9),Lalit  Saraswat(I),M (T107) Th (T107)  10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,PHI786A
PHD THESIS(PHI799),0-0-0-0(0),DPGCHSS (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI799
APPLICATION OF PSYCHOLOGY TO LIFE(PSY152),3-1-0-0(11),KUMAR RAVI  PRIYA (I),MWF 18:00-19:00,Th 18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,PSY152
APPLICATION OF PSYCHOLOGY TO LIFE(PSY152A),3-1-0-0(11),KUMAR RAVI  PRIYA (I),M (L14) W (L14) F (L14)  18:00-19:00,Th (L14)  18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,PSY152A
SOCIAL COGNITION(PSY468A),3-0-0-0(9),SHIKHA   DIXIT  (I),T (L08) W (L08) F (L08)  12:00-13:00,,,T,W,F,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,PSY468A
QUALITATIVE RESEARCH : THEORY AND PRACTICE(PSY774),3-0-0-0(9),KUMAR RAVI  PRIYA (I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,PSY774
QUALITATIVE RESEARCH : THEORY AND PRACTICE(PSY774A),3-0-0-0(9),KUMAR RAVI  PRIYA (I),W (T105) F (T105)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,PSY774A
ADVANCED COURSE IN SOCIAL COGNITION(PSY798),3-0-0-0(9),SHIKHA   DIXIT  (I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,PSY798
ADVANCED COURSE IN SOCIAL COGNITION(PSY798A),3-0-0-0(9),SHIKHA   DIXIT  (I),M (FB657) Th (FB657)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,PSY798A
PHD THESIS(PSY799),0-0-0-0(0),DPGCHSS (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSY799
INTRODUCTORY SOCIOLOGY(SOC171),3-1-0-0(11),Thounaojam Somokanta(I),MWF 18:00-19:00,Th 18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,SOC171
INTRODUCTORY SOCIOLOGY(SOC171A),3-1-0-0(11),Thounaojam Somokanta(I),M (L02) W (L02) F (L02)  18:00-19:00,Th (L15) Th (L02)  18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,SOC171A
SOCIOLOGY OF DEVELOPMENT(SOC470A),3-0-0-0(9),BINAY  KUMAR  PATTNAIK (I),T (L04) W (L04) F (L04)  12:00-13:00,,,T,W,F,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,SOC470A
INTRODUCTION TO COMPUTATIONAL SOCIOLOGY(SOC471A),3-0-0-0(9),Pradip  Swarnakar(I),M (T201) W (T201) F (T201)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,SOC471A
INDIAN SOCIETY AND CULTURE(SOC473A),3-0-0-0(9),"MUNMUN  JHA (I), ANINDITA  CHAKRABARTI (O)",M (L16) W (L16) F (L16)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,SOC473A
CONTEMPORARY APPLICATIONS OF SOCIAL DEMOGRAPHY(SOC476A),3-0-0-0(9),Esha Chatterjee(I),M (L08) W (L08) F (L08)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,SOC476A
SOCIOLOGY OF GLOBALIZATION(SOC482A),3-0-0-0(9),JILLET SARAH SAM(I),T (T201) W (T201) F (T201)  12:00-13:00,,,T,W,F,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,SOC482A
SOCIOLOGICAL THEORY(SOC721),3-0-0-0(9),"MUNMUN  JHA (I), ANINDITA  CHAKRABARTI (O)",MTh 09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,SOC721
SOCIOLOGICAL THEORY(SOC721A),3-0-0-0(9),"MUNMUN  JHA (I), ANINDITA  CHAKRABARTI (O)",M (FB668) Th (FB668)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,SOC721A
POPULATION PROCESSES(SOC733),3-0-0-0(9),Esha Chatterjee(I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,SOC733
POPULATION PROCESSES(SOC733A),3-0-0-0(9),Esha Chatterjee(I),W (EEM111) F (EEM111)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,SOC733A
