Course Name,Credits,Instructor,Time,Time.1,Time.2,day1,day2,day3,day4,day5,start_time_7,end_time_7,day7,start_time_8,end_time_8,day8,day9,day10,day11,start_time_1,start_time_2,start_time_3,end_time_1,end_time_2,end_time_3,start_time_4,start_time_5,end_time_4,end_time_5,end_time_9,end_time_10,end_time_11,start_time_9,start_time_10,start_time_11,Course Code
FUNDAMENTALS OF COMPUTING - II(ESC112M) /D,3-1-3-0(7),Priyanka Bagade(I),MThF 12:00-13:00,W 12:00-13:00,F 14:00-17:00,M,Th,,,,,,,12:00 PM,13:00 PM,W,F,1,None,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,ESC112M
DATA STRUCTURE & ALGORITHM(ESO207),3-0-3-0(12),RAGHUNATH  TEWARI (I),M (L18) W (L18) F (L18)  10:00-11:00,,MW 14:00-17:00,M,W,F,,,,,,,,,M,W,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,ESO207
DATA STRUCTURE & ALGORITHM(ESO207A),3-0-3-0(12),RAGHUNATH  TEWARI (I),MWF 10:00-11:00,,MW 14:00-17:00,M,W,F,,,,,,,,,M,W,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,ESO207A
DESIGN THEORY(DES601),2-0-3-0(9),KOUMUDI  PATIL (I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,DES601
DESIGN THEORY(DES601A),2-0-3-0(9),KOUMUDI  PATIL (I),M (DP309) Th (DP309)  10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,DES601A
DESIGN PRACTICE I(DES602),2-0-3-0(9),JANAKARAJAN  RAMKUMAR   (I),WF 12:00-13:15,,,W,F,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,DES602
DESIGN PRACTICE I(DES602A),2-0-3-0(9),JANAKARAJAN  RAMKUMAR   (I),W (DP309) F (DP309)  12:00-13:15,,,W,F,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,DES602A
INTEGRATED PRODUCT DEVELOPMENT-I(DES633),2-0-3-0(9),NACHIKETA  TIWARI (I),WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,DES633
INTEGRATED PRODUCT DEVELOPMENT-I(DES633A),2-0-3-0(9),NACHIKETA  TIWARI (I),W (DP309) F (DP309)  09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,DES633A
METHODS FOR DESIGN RESEARCH(DES635),2-0-3-0(4),KOUMUDI  PATIL (I),MTh 09:00-10:30,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:30 AM,10:30 AM,10:30 AM,,,,,,,,,,,DES635
METHODS FOR DESIGN RESEARCH(DES635A),2-0-3-0(9),KOUMUDI  PATIL (I),MTh 09:00-10:30,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:30 AM,10:30 AM,10:30 AM,,,,,,,,,,,DES635A
HUMAN MACHINE INTERACTION(DES638),3-0-0-0(9),Gowdham P G(I),MTh 14:00-15:30,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:30 PM,15:30 PM,15:30 PM,,,,,,,,,,,DES638
HUMAN MACHINE INTERACTION(DES638A),3-0-0-0(9),Gowdham P G(I),MTh 14:00-15:30,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:30 PM,15:30 PM,15:30 PM,,,,,,,,,,,DES638A
DESIGN FOR HUMAN MACHINE SYSTEMIC RELATIONSHIPS(DES640),3-0-0-0(9),Vivek Kant(I),"T 14:00-15:30 ,M 15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:30 PM,15:30 PM,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,DES640
DESIGN FOR HUMAN MACHINE SYSTEMIC RELATIONSHIPS(DES640A),3-0-0-0(9),Vivek Kant(I),"T 14:00-15:30 ,M 15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:30 PM,15:30 PM,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,DES640A
DESIGN FOR INDUSTRY 4.0 AND INDUSTRIAL INTERNET OF THINGS(DES641),3-0-0-0(9),Amar Behera(I),MTh 12:00-13:30,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:30 PM,13:30 PM,13:30 PM,,,,,,,,,,,DES641
DESIGN FOR INDUSTRY 4.0 AND INDUSTRIAL INTERNET OF THINGS(DES641A),3-0-0-0(9),Amar Behera(I),MTh 12:00-13:30,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:30 PM,13:30 PM,13:30 PM,,,,,,,,,,,DES641A
DESIGN PROJECT I(DES681),1-0-6-0(9),SATYAKI  ROY (I),WF 17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,DES681
DESIGN PROJECT I(DES681A),1-0-6-0(9),SATYAKI  ROY (I),W (DP309) F (DP309)  17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,DES681A
M DES THESIS(DES699),0-0-0-0(0),"DPGCDES (I), DUGCDES (O)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DES699
PH.D THESIS(DES799),0-0-0-0(0),DPGCDES (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DES799
"ECONOMY, SOCIETY & PUBLIC POLICY(ECO111)",3-1-0-0(11),"SOHINI  SAHU   (I), Bikramaditya Datta(T), SOHINI  SAHU   (T)",M (L19) W (L19) F (L19)  08:00-09:00,Th (L14) Th (L15)  08:00-09:00,,M,W,F,,,,,,8:00 AM,9:00 AM,T,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,ECO111
MICROECONOMICS I(ECO211),3-1-0-0(11),Vasudha Jain(I),M (L06) Th (L06) F (L06)  12:00-13:00,W (L06)  12:00-13:00,,M,Th,,,,,,,12:00 PM,13:00 PM,W,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,ECO211
OPTIMIZATION(ECO271),3-1-0-0(11),Srinivas Arigapudi(I),M (L09) W (L09) F (L09)  09:00-10:00,Th (L09)  09:00-10:00,,M,W,F,,,,,,9:00 AM,10:00 AM,T,,,,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,10:00 AM,,,,,,,,,,,ECO271
MICROECONOMICS II(ECO301A),3-0-0-0(9),SARANI  SAHA (I),"M (L09) F (L09)  08:00-09:00 ,T (L09)  09:00-10:00",,,M,F,,T,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,,,,,,,ECO301A
MACROECONOMICS-II(ECO321A),3-0-0-0(9),WASIM AHMAD(I),"T (L05)  12:00-13:00 ,W (L05) F (L05)  16:00-17:00",,,T,1,,W,F,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,16:00 PM,16:00 PM,17:00 PM,17:00 PM,,,,,,,ECO321A
ECONOMETRICS I(ECO341A),3-0-3-0(12),MOHAMMAD ARSHAD RAHMAN(I),"W (L08) F (L08)  15:00-16:00 ,Th (L08)  17:00-18:00",,T 14:00-17:00,W,F,,Th,,,,,,,,T,1,None,15:00 PM,15:00 PM,15:00 PM,16:00 PM,16:00 PM,16:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,ECO341A
TECHNICAL COMMUNICATION(ECO397A),0-0-2-0(2),DUGCECO (I),T (L08)  10:00-12:00,,,T,1,,,,,,,,,,,,,10:00 AM,10:00 AM,10:00 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ECO397A
UG PROJECT (UGP-I)(ECO398A),0-0-0-0(4),DUGCECO (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UGP-I
INDUSTRIAL ECONOMICS(ECO411A),3-0-0-0(9),Hargungeet Singh(I),"W (L05) F (L05)  14:00-15:00 ,T (L05)  17:00-18:00",,,W,F,,T,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:00 PM,15:00 PM,15:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,,,,,,,ECO411A
INTERNATIONAL ECONOMICS AND FINANCE(ECO412A),3-0-0-0(9),SOMESH KUMAR  MATHUR (I),T (L09) W (L09) Th (L09)  08:00-09:00,,,T,W,T,,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,ECO412A
UNDER GRADUATE PROJECT-III(ECO498A),0-0-0-0(9),DUGCECO (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECO498A
MARKET DESIGN(ECO511A),3-0-0-0(9),Aditya Vikram(I),M (L06) W (L06) F (L06)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ECO511A
MONEY AND BANKING(ECO521A),3-0-0-0(9),Sukumar Vellakkal(I),M (L04) Th (L04)  14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,ECO521A
PROFESSIONAL DEVELOPMENT & COMMUNICATION SKILLS(ECO600),1-0-0-0(3),DPGCECO (I),T 10:00-11:00,,,T,1,,,,,,,,,,,,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,,,,,,,,,,,ECO600
APPLIED MACROECONOMICS(ECO612),3-0-0-0(9),WASIM AHMAD(I),WF 12:00-13:15,,,W,F,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,ECO612
APPLIED MACROECONOMICS(ECO612A),3-0-0-0(9),WASIM AHMAD(I),W (T212) F (T212)  12:00-13:15,,,W,F,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,ECO612A
MATHEMATICAL METHODS FOR ECONOMICS(ECO671),3-0-0-0(9),Thirumulanathan Dhayaparan(I),MWF 09:00-10:00,Th 09:00-10:00,,M,W,F,,,,,,9:00 AM,10:00 AM,T,,,,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,10:00 AM,,,,,,,,,,,ECO671
MATHEMATICAL METHODS FOR ECONOMICS(ECO671A),3-0-0-0(9),Thirumulanathan Dhayaparan(I),M (T206) W (T206) F (T206)  09:00-10:00,Th (T206)  09:00-10:00,,M,W,F,,,,,,9:00 AM,10:00 AM,T,,,,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,10:00 AM,,,,,,,,,,,ECO671A
M SC THESIS(ECO699),0-0-0-0(9),"DUGCECO (I), DUGCECO (O)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECO699
MICROECONOMICS(ECO701),3-0-0-0(9),Raghvi Garg(I),MTh 10:00-11:30,,,M,Th,,,,,,,,,,,,,10:00 AM,10:00 AM,10:00 AM,11:30 AM,11:30 AM,11:30 AM,,,,,,,,,,,ECO701
MICROECONOMICS(ECO701A),3-0-0-0(9),Raghvi Garg(I),M (T205) Th (T205)  10:00-11:00,,,M,Th,,,,,,,,,,,,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,,,,,,,,,,,ECO701A
ECONOMETRICS(ECO704),3-0-0-0(9),Mahamitra Das(I),WF 12:00-13:15,,,W,F,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,ECO704
ECONOMETRICS(ECO704A),3-0-0-0(9),Mahamitra Das(I),W (T102) F (T102)  12:00-13:15,,,W,F,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,ECO704A
ECONOMIC GROWTH AND GEOPOLITICS(ECO715),3-0-0-0(9),VIMAL  KUMAR (I),"T (T206)  14:00-15:15 ,M (T206)  15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,ECO715
EFFICIENCY AND PRODUCTIVITY ANALYSIS OF THE DECISION-MAKING UNITS: SOME HIGHER END MODELS(ECO716),3-0-0-0(9),SOMESH KUMAR  MATHUR (I),M (T104) Th (T104)  14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,ECO716
PUBLIC ECONOMICS AND PUBLIC POLICY(ECO731),3-0-0-0(9),Neelanjan Datta(I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,ECO731
PUBLIC ECONOMICS AND PUBLIC POLICY(ECO731A),3-0-0-0(9),Neelanjan Datta(I),M (T211) Th (T211)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,ECO731A
ENVIRONMENTAL ECONOMICS LEGISLATION AND SOCIAL IMPACT(ECO747),3-0-0-0(9),P MURALI  PRASAD (I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ECO747
ENVIRONMENTAL ECONOMICS LEGISLATION AND SOCIAL IMPACT(ECO747A),3-0-0-0(9),P MURALI  PRASAD (I),W (T201) F (T201)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ECO747A
QUANTITATIVE ANALYSIS OF INTERNATIONAL TRADE(ECO752),3-0-0-0(9),Not Offered (I),MTh 14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,ECO752
QUANTITATIVE ANALYSIS OF INTERNATIONAL TRADE(ECO752A),3-0-0-0(9),Not Offered (I),M (T101) Th (T101)  14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,ECO752A
APPLIED ECONOMETRICS(ECO761),3-0-0-0(9),DEEP MUKHERJEE(I),"WF 15:00-16:00 ,Th 17:00-18:00",,,W,F,,Th,,,,,,,,,,,15:00 PM,15:00 PM,15:00 PM,16:00 PM,16:00 PM,16:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,,,,,,,ECO761
APPLIED ECONOMETRICS(ECO761A),3-0-0-0(9),DEEP MUKHERJEE(I),"W (T107) F (T107)  15:00-16:00 ,Th (T107)  17:00-18:00",,,W,F,,Th,,,,,,,,,,,15:00 PM,15:00 PM,15:00 PM,16:00 PM,16:00 PM,16:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,,,,,,,ECO761A
PHD THESIS(ECO799),0-0-0-0(0),DPGCECO (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECO799
APPLIED PROBABILITY AND STATISTICS(HSO201),3-1-0-0(11),"JOYDEEP  DUTTA (I), Aditya Vikram(T)",M (L16) Th (L16) F (L16)  11:00-12:00,W (L16) W (L15)  11:00-12:00,,M,Th,,,,,,,11:00 AM,12:00 PM,W,,,,11:00 AM,11:00 AM,11:00 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,HSO201
SIGNALS  SYSTEMS AND NETWORKS(EE200),3-1-0-0(11),K S  VENKATESH   (I),M (L17) W (L17) F (L17)  12:00-13:00,Th (T208) Th (L16) Th (L17) Th (T104) Th (L15)  12:00-13:00,,M,W,F,,,,,,12:00 PM,13:00 PM,T,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,EE200
PRINCIPLES OF COMMUNICATION(EE320A),3-1-0-0(11),KASTURI  VASUDEVAN   (I),T (L18) W (L18) Th (L18)  08:00-09:00,F (T102) F (T105) F (T104) F (T101) F (T103)  15:00-16:00,,T,W,T,,,,,,15:00 PM,16:00 PM,F,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,EE320A
POWER SYSTEMS(EE330A),3-1-0-0(11),Swathi Battula(I),"M (L07) F (L07)  08:00-09:00 ,T (L07)  09:00-10:00",Th (L12) Th (T212) Th (L11) Th (T206) Th (T211)  11:00-12:00,,M,F,,T,,,,,11:00 AM,12:00 PM,T,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,,,,,,,EE330A
DIGITAL ELECTRONICS(EE370A),3-1-0-0(11),Rik Dey(I),M (L17) W (L17) F (L17)  11:00-12:00,T (T111) T (T108) T (T109) T (T110) T (T112)  17:00-18:00,,M,W,F,,,,,,17:00 PM,18:00 PM,T,,,,11:00 AM,11:00 AM,11:00 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,EE370A
ELECTRICAL ENGINEERING LAB I(EE380A),0-2-6-0(12),YATINDRA NATH  SINGH (I),,"T (L01)  12:00-13:00 ,F (L01)  16:00-17:00 ,Th (L01)  17:00-18:00",MTWTh 14:00-17:00,Th,,,,,16:00 PM,17:00 PM,F,12:00 PM,13:00 PM,T,M,T,W,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,EE380A
ELECTRICAL ENGINEERING COMMUNICATION SKILLS(EE390A),0-0-2-0(2),ADRISH  BANERJEE   (I),,,T 10:00-12:00,,,,,,,,,,,,T,1,None,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,10:00 AM,10:00 AM,10:00 AM,EE390A
ELECTRICAL ENGINEERING UNDER GRADUATE PROJECT I(EE391A),0-0-2-0(4),DUGCEE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EE391A
ELECTRICAL ENGINEERING LAB I(EE480A),0-2-6-0(10),YATINDRA NATH  SINGH (I),,"T (T109)  12:00-13:00 ,F (T109)  16:00-17:00 ,Th (T109)  17:00-18:00",MTWTh 14:00-17:00,Th,,,,,16:00 PM,17:00 PM,F,12:00 PM,13:00 PM,T,M,T,W,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,EE480A
UNDER GRADUATE PROJECT -III(EE491A),0-0-0-0(9),DUGCEE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EE491A
IMAGE PROCESSING(EE604),3-0-0-0(9),Tushar Sandhan(I),WF 12:00-13:15,,,W,F,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,EE604
IMAGE PROCESSING(EE604A),3-0-0-0(9),Tushar Sandhan(I),W (L07) F (L07)  12:00-13:15,,,W,F,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,EE604A
INTRODUCTION TO SIGNAL ANALYSIS(EE605),3-0-0-0(9),"KETAN  RAJAWAT (I), AJIT K CHATURVEDI (O)",MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,EE605
INTRODUCTION TO SIGNAL ANALYSIS(EE605A),3-0-0-0(9),"KETAN  RAJAWAT (I), AJIT K CHATURVEDI (O)",M (T111) Th (T111)  10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,EE605A
ANALOG/DIGITAL VLSI CIRCUITS(EE610),3-0-0-0(9),Imon Mondal(I),MTh 09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,EE610
ANALOG/DIGITAL VLSI CIRCUITS(EE610A),3-0-0-0(9),Imon Mondal(I),M (L08) Th (L08)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,EE610A
SOLID STATE DEVICES I(EE614),3-0-0-0(9),ALOKE KUMAR DUTTA (I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,EE614
SOLID STATE DEVICES I(EE614A),3-0-0-0(9),ALOKE KUMAR DUTTA (I),W (L12) F (L12)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,EE614A
SEMICONDUCTOR DEVICE MODELLING(EE616),3-0-0-0(9),YOGESH SINGH  CHAUHAN (I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,EE616
SEMICONDUCTOR DEVICE MODELLING(EE616A),3-0-0-0(9),YOGESH SINGH  CHAUHAN (I),M (ACES213) Th (ACES213)  10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,EE616A
INDUSTRIAL AUTOMATION AND CONTROL(EE617),3-0-0-0(9),NISHCHAL K  VERMA   (I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,EE617
INDUSTRIAL AUTOMATION AND CONTROL(EE617A),3-0-0-0(9),NISHCHAL K  VERMA   (I),M (T204) Th (T204)  10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,EE617A
INTEGRATED CIRCUIT FABRICATION TECHNOLOGY(EE618),3-0-0-0(9),S SUNDAR KUMAR  IYER   (I),MTh 14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,EE618
INTEGRATED CIRCUIT FABRICATION TECHNOLOGY(EE618A),3-0-0-0(9),S SUNDAR KUMAR  IYER   (I),M (L15) Th (L15)  14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,EE618A
VLSI SYSTEM DESIGN(EE619),3-0-0-0(9),Chithra (I),WF 15:30-17:00,,,W,F,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,EE619
VLSI SYSTEM DESIGN(EE619A),3-0-0-0(9),Chithra (I),W (L09) F (L09)  15:30-17:00,,,W,F,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,EE619A
REPRESENTATION AND ANALYSIS OF RANDOM SIGNALS(EE621),3-0-0-0(9),ADRISH  BANERJEE   (I),WF 15:30-17:00,,,W,F,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,EE621
REPRESENTATION AND ANALYSIS OF RANDOM SIGNALS(EE621A),3-0-0-0(9),ADRISH  BANERJEE   (I),W (L04) F (L04)  15:30-17:00,,,W,F,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,EE621A
SIMULATON OF MODERN POWER SYSTEMS(EE630),3-0-3-0(5),Gururaj Vishwanath(I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,EE630
SIMULATON OF MODERN POWER SYSTEMS(EE630A),3-0-3-0(12),Gururaj Vishwanath(I),W (T212) F (T212)  10:30-12:00,,Th 14:00-16:50,W,F,,,,,,,,,,T,h,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,4:50 PM,4:50 PM,4:50 PM,2:00 PM,2:00 PM,2:00 PM,EE630A
ADVANCED POWER SYSTEM STABILITY(EE631),3-0-0-0(9),SAIKAT  CHAKRABARTI   (I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,EE631
ADVANCED POWER SYSTEM STABILITY(EE631A),3-0-0-0(9),SAIKAT  CHAKRABARTI   (I),"T (T102)  14:00-15:15 ,M (T102)  15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,EE631A
ECONOMIC OPERATION & CONTROL OF POWER SYSTEMS(EE632),3-0-0-0(9),ABHEEJEET  MOHAPATRA   (I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,EE632
ECONOMIC OPERATION & CONTROL OF POWER SYSTEMS(EE632A),3-0-0-0(9),ABHEEJEET  MOHAPATRA   (I),M (ACES213) Th (ACES213)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,EE632A
ELECTRICAL INSULATION IN POWER APPARATUS AND SYSTEMS(EE634),3-0-0-0(9),NANDINI  GUPTA   (I),WF 12:00-13:15,,,W,F,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,EE634
