,Course Name/Group Name,Credits,Instructor,Time,Time.1,Time.2,day1,day2,day3,start_time123,end_time123,day4,day5,start_time456,end_time456,start_time7,end_time7,day7,start_time8,end_time8,day8
171,FOUNDATIONS OF COGNITIVE SCIENCE(CGS601),3-0-0-0(9),Narayanan Srinivasan(I),MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
172,FOUNDATIONS OF COGNITIVE SCIENCE(CGS601A),3-0-0-0(9),Narayanan Srinivasan(I),MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
173,BASIC STATISTICS DATA ANALYSIS & INFERENCE(CGS602),3-0-2-0(11),Sharika KM(I),WF 17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
174,BASIC STATISTICS DATA ANALYSIS & INFERENCE(CGS602A),3-0-2-0(11),Sharika KM(I),W (T106) F (T106)  17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
175,EXPERIMENT DESIGN AND ANALYSIS(CGS610),3-0-0-0(5),DEVPRIYA KUMAR(I),TTh 15:30-17:00,,,T,Th,,15:30 PM,17:00 PM,,,,,,,,,,
176,EXPERIMENT DESIGN AND ANALYSIS(CGS610A),3-0-0-0(5),DEVPRIYA KUMAR(I),T (T109) Th (T109)  15:30-17:00,,,T,Th,,15:30 PM,17:00 PM,,,,,,,,,,
177,BASICS OF PSYCHOPHYSICS(CGS611),3-0-0-0(5),DEVPRIYA KUMAR(I),TTh 15:30-17:00,,,T,Th,,15:30 PM,17:00 PM,,,,,,,,,,
178,BASICS OF PSYCHOPHYSICS(CGS611A),3-0-0-0(5),DEVPRIYA KUMAR(I),T (T107) Th (T107)  15:30-17:00,,,T,Th,,15:30 PM,17:00 PM,,,,,,,,,,
179,SEMINAR ON COGNITIVE SCIENCE(CGS700),0-0-0-0(0),DEVPRIYA KUMAR(I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
180,SEMINAR ON COGNITIVE SCIENCE(CGS700A),0-0-0-0(9),DEVPRIYA KUMAR(I),W (WL237) F (WL237)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
181,PROJECT(CGS702A),0-0-0-0(9),ARK VERMA(I),"T (T109)  14:00-15:15 ,M (T109)  15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
182,PHD THESIS(CGS799),0-0-0-0(0),DPGCCGS (I),,,,,,,,,,,,,,,,,,
183,MS - RESEARCH THESIS(CGS899),0-0-0-0(0),DPGCCGS (I),,,,,,,,,,,,,,,,,,
184,INTRODUCTION TO CHEMICAL ENGINEERING(CHE201),1-0-0-0(3),SIDDHARTHA  PANDA (I),T (L06)  10:00-11:00,,,T,1,,10:00 AM,11:00 AM,,,,,,,,,,
185,CHEMICAL PROCESS CALCULATIONS(CHE251),3-0-3-0(12),"SRI  SIVAKUMAR (I), DUGCCHE (O)",M (L01) W (L01) F (L01)  12:00-13:00,,MW 14:00-17:00,M,W,F,12:00 PM,13:00 PM,,,,,,,,,,
186,CHEMICAL ENGINEERING COMMUNICATION SKILLS(CHE300A),0-0-2-0(2),RAGHVENDRA  SINGH (I),,,T 10:00-12:00,,,,,,,,,,,,,,,
187,HEAT TRANSFER & ITS APPLICATIONS(CHE312A),3-0-0-0(9),ANURAG TRIPATHI(I),"M (L03) F (L03)  08:00-09:00 ,T (L03)  09:00-10:00",,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM,,,,,,
188,MASS TRANSFER & ITS APPLICATIONS(CHE313A),3-0-0-0(9),RAJ GANESH S  PALA (I),"W (L03)  16:00-17:00 ,T (L03) Th (L03)  17:00-18:00",,,W,1,,16:00 PM,17:00 PM,T,Th,17:00 PM,18:00 PM,,,,,,
189,UG PROJECT (UGP-I)(CHE349A),0-0-0-4(4),DUGCCHE (I),,,,,,,,,,,,,,,,,,
190,CHEMICAL PROCESS SIMULATION LAB(CHE352A),1-0-2-0(5),PANKAJ  A  APTE (I),W (L03)  14:00-15:00,,ThF 14:00-16:00,W,1,,14:00 PM,15:00 PM,,,,,,,,,,
191,UNIT OPERATION LABORATORY -I(CHE391A),1-0-3-2(8),DUGCCHE (I),,,,,,,,,,,,,,,,,,
192,CHEMICAL ENGINEERING DESIGN(CHE453A),3-0-2-0(11),Dipin Pillai(I),T (L03) W (L03) Th (L03)  08:00-09:00,,MT 14:00-16:00,T,W,T,8:00 AM,9:00 AM,,,,,,,,,,
193,UNIT OPERATIONS AND PROCESS CONTROL LABORATORY(CHE492A),1-0-3-2(8),"Rahul  Mangal(I), ANIMANGSU  GHATAK (O), RAJU KUMAR GUPTA(O)",W (L03)  15:00-16:00,,MTTh 14:00-17:00,W,1,,15:00 PM,16:00 PM,,,,,,,,,,
194,UNDER GRADUATE PROJECT-III(CHE497A),0-0-0-0(9),DUGCCHE (I),,,,,,,,,,,,,,,,,,
195,UNDER GRADUATE PROJECT IV(CHE498A),0-0-9-0(9),DUGCCHE (I),,,,,,,,,,,,,,,,,,
196,TRANSPORT PHENOMENA(CHE611),3-0-0-0(9),K P Krishnaraj(I),TTh 15:30-17:00,,,T,Th,,15:30 PM,17:00 PM,,,,,,,,,,
197,TRANSPORT PHENOMENA(CHE611A),3-0-0-0(9),K P Krishnaraj(I),T (T110) Th (T110)  15:30-17:00,,,T,Th,,15:30 PM,17:00 PM,,,,,,,,,,
198,THE STRUCTURE & RHEOLOGY OF COMPLEX FLUIDS(CHE613),3-0-0-0(9),YOGESH MORESHWAR  JOSHI (I),MTh 12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
199,THE STRUCTURE & RHEOLOGY OF COMPLEX FLUIDS(CHE613A),3-0-0-0(9),YOGESH MORESHWAR  JOSHI (I),M (T107) Th (T107)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
200,THERMODYNAMICS(CHE621),3-0-0-0(9),INDRANIL SAHA DALAL(I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
201,THERMODYNAMICS(CHE621A),3-0-0-0(9),INDRANIL SAHA DALAL(I),"T (T106)  14:00-15:15 ,M (T106)  15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
202,CHEMICAL REACTION ENGINEERING(CHE631),3-0-0-0(9),Vishal  Agarwal (I),MTh 09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
203,CHEMICAL REACTION ENGINEERING(CHE631A),3-0-0-0(9),Vishal  Agarwal (I),M (T209) Th (T209)  09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
204,ANALYSIS AND DESIGN OF MULTIPHASE REACTORS(CHE632),3-0-0-0(9),Raghavendra Ragipani(I),WF 09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
205,ANALYSIS AND DESIGN OF MULTIPHASE REACTORS(CHE632A),3-0-0-0(9),Raghavendra Ragipani(I),W (WL237) F (WL237)  09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
206,MATHEMATICAL METHODS IN CHEMICAL ENGINEERING(CHE641),3-0-0-0(9),VISWANATHAN  SHANKAR (I),MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
207,MATHEMATICAL METHODS IN CHEMICAL ENGINEERING(CHE641A),3-0-0-0(9),VISWANATHAN  SHANKAR (I),M (L15) Th (L15)  10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
208,PROCESS ENGG. PRINCIPLES IN MICRO. FABRICATION(CHE659),3-0-0-0(9),SIDDHARTHA  PANDA (I),MTh 12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
209,PROCESS ENGG. PRINCIPLES IN MICRO. FABRICATION(CHE659A),3-0-0-0(9),SIDDHARTHA  PANDA (I),M (L14) Th (L14)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
210,CONVECTIVE HEAT AND MASS TRANSFER IN CHEMICAL ENGINEERING APPLICATIONS(CHE663),3-0-0-0(9),NISHITH  KUMAR VERMA(I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
211,CONVECTIVE HEAT AND MASS TRANSFER IN CHEMICAL ENGINEERING APPLICATIONS(CHE663A),3-0-0-0(9),NISHITH  KUMAR VERMA(I),W (T106) F (T106)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
212,INTRODUCTION TO PHYSICS OF POLYMERIC SYSTEM(CHE677),3-0-0-0(9),Harshwardhan  Katkar(I),MWF 17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
213,INTRODUCTION TO PHYSICS OF POLYMERIC SYSTEM(CHE677A),3-0-0-0(9),Harshwardhan  Katkar(I),M (T209) W (T209) F (T209)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
214,M TECH THESIS(CHE699),0-0-0-0(0),"DPGCCHE (I), DUGCCHE (O)",,,,,,,,,,,,,,,,,,
215,PHD THESIS(CHE799),0-0-0-0(0),DPGCCHE (I),,,,,,,,,,,,,,,,,,
216,GRADUATE SEMINAR(CHE801A),0-0-0-0(0),Rahul  Mangal(I),"T (T110)  11:00-12:00 ,W (T110) F (T110)  16:00-17:00 ,Th (T110)  17:00-18:00",,,T,1,,11:00 AM,12:00 PM,W,F,16:00 PM,17:00 PM,17:00 PM,18:00 PM,Th,,,
217,GRADUATE SEMINAR(CHE802A),0-0-0-0(0),Rahul  Mangal(I),"T 11:00-12:00 ,WF 16:00-17:00 ,Th 17:00-18:00",,,T,1,,11:00 AM,12:00 PM,W,F,16:00 PM,17:00 PM,17:00 PM,18:00 PM,Th,,,
218,MS - RESEARCH THESIS(CHE899),0-0-0-0(0),DPGCCHE (I),,,,,,,,,,,,,,,,,,
219,FLUID MECHANICS AND RATE PROCESSES(ESO204),3-1-0-0(11),NAVEEN TIWARI(I),M (L19) W (L19) F (L19)  11:00-12:00,Th (T105) Th (T106) Th (T101) Th (T103) Th (T104) Th (T102)  11:00-12:00,,M,W,F,11:00 AM,12:00 PM,,,,,,,,11:00 AM,12:00 PM,T
220,CHEMISTRY LABORATORY(CHM111) /C,0-0-3-0(3),"Apparao Draksharapu(I), Dharmaraja Allimuthu(O), THIRUVANCHERIL G GOPAKUMAR(O)",,,MTWTh 14:00-17:00,,,,,,,,,,,,,,,
221,CHEMISTRY LABORATORY(CHM111) /D,0-0-3-0(3),"Apparao Draksharapu(I), Dharmaraja Allimuthu(O), THIRUVANCHERIL G GOPAKUMAR(O)",,,MTWTh 14:00-17:00,,,,,,,,,,,,,,,
222,GENERAL CHEMISTRY: PHYSICAL CHEMISTRY(CHM112M) /B,2-1-0-0(4),"Vishal  (I), Arnab  Ghosh(O)",T (L19) Th (L19)  15:00-16:00,F (L12) F (L10) F (L11)  15:00-16:00,,T,Th,,15:00 PM,16:00 PM,,,,,,,,15:00 PM,16:00 PM,F
223,GENERAL CHEMISTRY: PHYSICAL CHEMISTRY(CHM112M) /A,2-1-0-0(4),"Vishal  (I), Arnab  Ghosh(O)",M (L19) W (L19)  14:00-15:00,F (L13) F (L14) F (L15)  15:00-16:00,,M,W,,14:00 PM,15:00 PM,,,,,,,,15:00 PM,16:00 PM,F
224,GENERAL CHEMISTRY: INORGANIC & ORGANIC CHEMISTRY(CHM113M) /A,2-1-0-0(4),"Prakash Mondal(I), Ramkrishna Sarkar(O)",MW 14:00-15:00,F 15:00-16:00,,M,W,,14:00 PM,15:00 PM,,,,,,,,15:00 PM,16:00 PM,F
225,GENERAL CHEMISTRY: INORGANIC & ORGANIC CHEMISTRY(CHM113M) /B,2-1-0-0(4),"Prakash Mondal(I), Ramkrishna Sarkar(O)",TTh 15:00-16:00,F 15:00-16:00,,T,Th,,15:00 PM,16:00 PM,,,,,,,,15:00 PM,16:00 PM,F
226,BASIC ORGANIC CHEMISTRY-I(CHM201),3-0-0-0(9),Srinivas Dharavath(I),M (L15) W (L15) F (L15)  12:00-13:00,,,M,W,F,12:00 PM,13:00 PM,,,,,,,,,,
227,BAISC PHYSICAL CHEMISTRY I(CHM221),3-0-0-0(9),Mainak  Sadhukhan(I),M (L11) W (L11) F (L11)  11:00-12:00,,,M,W,F,11:00 AM,12:00 PM,,,,,,,,,,
228,BASIC INORGANIC CHEMISTRY - I(CHM241),3-0-0-0(9),RAJA ANGAMUTHU(I),M (L19) W (L19) Th (L19)  17:00-18:00,,,M,W,T,17:00 PM,18:00 PM,,,,,,,,,,
229,ORGANIC CHEMISTRY I(CHM303A),3-0-0-0(9),Parthasarathi Subramanian(I),"M (L05) F (L05)  08:00-09:00 ,T (L05)  09:00-10:00",,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM,,,,,,
230,ORGANIC QUALITATIVE & QUANTITATIVE ANALYSIS(CHM305A),0-0-6-0(6),ANAND SINGH(I),,,WTh 14:00-17:00,,,,,,,,,,,,,,,
231,PHYSICAL CHEMISTRY I(CHM321),3-0-0-0(9),NISANTH N  NAIR (I),MWF 10:00-11:00,,,M,W,F,10:00 AM,11:00 AM,,,,,,,,,,
232,PHYSICAL CHEMISTRY I(CHM321A),3-0-0-0(9),NISANTH N  NAIR (I),M (L11) W (L11) F (L11)  10:00-11:00,,,M,W,F,10:00 AM,11:00 AM,,,,,,,,,,
233,INORGANIC CHEMISTRY I(CHM345A),3-0-0-0(9),ANANTHARAMAN  GANAPATHI (I),M (T108) W (T108) F (T108)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
234,CHEMISTRY COMMUNICATION SKILLS(CHM361),2-0-0-0(6),"MANAS KUMAR  GHORAI (I), THIRUVANCHERIL G GOPAKUMAR(O)","T 10:00-12:00 ,F 15:00-17:00",,,T,1,,10:00 AM,12:00 PM,F,,15:00 PM,17:00 PM,,,,,,
235,CHEMISTRY COMMUNICATION SKILLS(CHM361A),0-0-2-0(2),"MANAS KUMAR  GHORAI (I), THIRUVANCHERIL G GOPAKUMAR(O)","F (L03)  15:00-17:00 ,T (L03)  10:00-12:00",,,F,1,,15:00 PM,17:00 PM,T,,10:00 AM,12:00 PM,,,,,,
236,UNDER GRADUATE PROJECT-I(CHM391A),0-0-4-0(4),DUGCCHM (I),,,,,,,,,,,,,,,,,,
237,ORGANIC CHEMISTRY I(CHM401),3-0-0-0(9),Parthasarathi Subramanian(I),"MF 08:00-09:00 ,T 09:00-10:00",,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM,,,,,,
238,ORGANIC CHEMISTRY I(CHM401A),3-0-0-0(9),Parthasarathi Subramanian(I),"MF 08:00-09:00 ,T 09:00-10:00",,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM,,,,,,
239,PHYSICAL CHEMISTRY I(CHM421A),3-0-0-0(9),NISANTH N  NAIR (I),MWF 10:00-11:00,,,M,W,F,10:00 AM,11:00 AM,,,,,,,,,,
240,PHYSICAL CHEMISTRY LAB(CHM423),0-0-6-0(6),MANABENDRA CHANDRA(I),,,MTWTh 14:00-17:00,,,,,,,,,,,,,,,
241,PHYSICAL CHEMISTRY LABORATORY(CHM423A),0-0-6-0(6),MANABENDRA CHANDRA(I),,,MTWTh 14:00-17:00,,,,,,,,,,,,,,,
242,UNDER GRADUATE PROJECT-III(CHM491A),0-0-0-0(9),DUGCCHM (I),,,,,,,,,,,,,,,,,,
243,ORGANIC PREPARATION LAB(CHM503),0-0-6-0(6),V K  SINGH (I),,,MT 14:00-17:00,,,,,,,,,,,,,,,
244,ORGANIC PREPARATION LAB(CHM503A),0-0-6-0(6),V K  SINGH (I),,,MT 14:00-17:00,,,,,,,,,,,,,,,
245,MATHEMATICS FOR CHEMISTRY(CHM521),2-0-0-0(6),Devendra Mani(I),MTh 12:00-12:50,,,M,Th,,12:00 PM,12:50 PM,,,,,,,,,,
246,MATHEMATICS FOR CHEMISTRY(CHM521A),2-0-0-0(6),Devendra Mani(I),MTh 12:00-12:50,,,M,Th,,12:00 PM,12:50 PM,,,,,,,,,,
247,MATHEMATICS FOR CHEMISTRY(CHM600),3-0-0-0(9),Devendra Mani(I),MTh 12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
248,MATHEMATICS FOR CHEMISTRY(CHM600A),3-0-0-0(9),Devendra Mani(I),M (L09) Th (L09)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
249,PRINCIPLES OF ORGANIC CHEMISTRY(CHM609),3-0-0-0(9),RAMESH  RAMAPANICKER (I),WF 10:30-11:50,,,W,F,,10:30 AM,11:50 AM,,,,,,,,,,
250,PRINCIPLES OF ORGANIC CHEMISTRY(CHM609A),3-0-0-0(9),RAMESH  RAMAPANICKER (I),WF 10:30-11:50,,,W,F,,10:30 AM,11:50 AM,,,,,,,,,,
251,PHYSICAL ORGANIC CHEMISTRY(CHM611),3-0-0-0(9),DATTATRAYA H DETHE(I),MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
252,PHYSICAL ORGANIC CHEMISTRY(CHM611A),3-0-0-0(9),DATTATRAYA H DETHE(I),M (L14) Th (L14)  10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
253,CHEMISTRY OF ORGANOMETALLIC COMPOUNDS(CHM616),3-0-0-0(9),M L N  RAO (I),TWTh 08:00-09:00,,,T,W,T,8:00 AM,9:00 AM,,,,,,,,,,
254,CHEMISTRY OF ORGANOMETALLIC COMPOUNDS(CHM616A),3-0-0-0(9),M L N  RAO (I),T (FB426) W (FB426) Th (FB426)  08:00-09:00,,,T,W,T,8:00 AM,9:00 AM,,,,,,,,,,
255,CHEMICAL BINDING(CHM621),3-0-0-0(9),DEBABRATA  GOSWAMI (I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
256,CHEMICAL BINDING(CHM621A),3-0-0-0(9),DEBABRATA  GOSWAMI (I),W (L13) F (L13)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
257,PRINCIPLES OF PHYSICAL CHEMISTRY(CHM629),3-0-0-0(9),DASARI L V K PRASAD(I),MTh 09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
258,PRINCIPLES OF PHYSICAL CHEMISTRY(CHM629A),3-0-0-0(9),DASARI L V K PRASAD(I),M (FB434) Th (FB434)  09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
259,APPLICATIONS OF MODERN INSTRUMENTAL METHODS(CHM631),3-0-0-0(9),"Dharmaraja Allimuthu(I), Apparao Draksharapu(O)",WF 09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
260,APPLICATIONS OF MODERN INSTRUMENTAL METHODS(CHM631A),3-0-0-0(9),"Dharmaraja Allimuthu(I), Apparao Draksharapu(O)",W (L05) F (L05)  09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
261,BIO-INORGANIC CHEMISTRY(CHM646),3-0-0-0(9),SANKAR PRASAD  RATH (I),MF 08:00-09:00,,,M,F,,8:00 AM,9:00 AM,,,,,,,,,,
262,BIO-INORGANIC CHEMISTRY(CHM646A),3-0-0-0(9),SANKAR PRASAD  RATH (I),M (L13) F (L13)  08:00-09:00,,,M,F,,8:00 AM,9:00 AM,,,,,,,,,,
263,THE CHEMISTRY OF METAL-CARBON BOND: STRUCTURE REACTIVITY & APPLICATIONS(CHM648),3-0-0-0(9),BASKER SUNDARARAJU(I),MTh 12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
264,THE CHEMISTRY OF METAL-CARBON BOND: STRUCTURE REACTIVITY & APPLICATIONS(CHM648A),3-0-0-0(9),BASKER SUNDARARAJU(I),M (T108) Th (T108)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
265,PRINCIPLES OF INORGANIC CHEMISTRY(CHM649),3-0-0-0(9),Ritika  Gautam(I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
266,PRINCIPLES OF INORGANIC CHEMISTRY(CHM649A),3-0-0-0(9),Ritika  Gautam(I),W (FB434) F (FB434)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
267,ORGANIC STRUCTURE DETERMINATION BY SPECTROSCOPIC TECHNIQUES(CHM656),3-0-0-0(9),R  GURUNATH (I),WF 17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
268,ORGANIC STRUCTURE DETERMINATION BY SPECTROSCOPIC TECHNIQUES(CHM656A),3-0-0-0(9),R  GURUNATH (I),W (T207) F (T207)  17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
269,FRONTIERS IN INORGANIC CHEMISTRY(CHM691),3-0-0-0(9),SABUJ KUMAR KUNDU(I),WF 17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
270,FRONTIERS IN INORGANIC CHEMISTRY(CHM691A),3-0-0-0(9),SABUJ KUMAR KUNDU(I),W (T111) F (T111)  17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
271,MOLECULAR MODELLING IN CHEMISTRY(CHM695),3-0-0-0(9),AMALENDU  CHANDRA     (I),WF 17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
272,MOLECULAR MODELLING IN CHEMISTRY(CHM695A),3-0-0-0(9),AMALENDU  CHANDRA     (I),W (FB434) F (FB434)  17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
273,CHEMISTRY OF DRUG DESIGN AND METABOLISM(CHM698),3-0-0-0(9),SANDEEP  VERMA   (I),MTh 12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
274,CHEMISTRY OF DRUG DESIGN AND METABOLISM(CHM698A),3-0-0-0(9),SANDEEP  VERMA   (I),M (FB426) Th (FB426)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
275,M. Sc. PROJECT(CHM699A),3-0-0-0(18),DUGCCHM (I),,,,,,,,,,,,,,,,,,
276,RESEARCH(CHM799),0-0-0-0(0),DPGCCHM (I),,,,,,,,,,,,,,,,,,
277,GENERAL SEMINAR2(CHM800),0-0-0-0(0),DPGCCHM (I),,,,,,,,,,,,,,,,,,
278,GENERAL SEMINAR(CHM800A),0-0-0-0(0),DPGCCHM (I),,,,,,,,,,,,,,,,,,
279,GRADUATE SEMINAR(CHM801),0-0-0-0(0),DPGCCHM (I),,,,,,,,,,,,,,,,,,
280,GRADUATE SEMINAR(CHM801A),0-0-0-0(0),DPGCCHM (I),,,,,,,,,,,,,,,,,,
281,INORGANIC MOLECULES MATERIALS & MEDICINE(CSO203),3-1-0-0(11),"ASHIS KUMAR PATRA(I), JITENDRA   BERA(O)",MThF 09:00-10:00,W 09:00-10:00,,M,Th,,9:00 AM,10:00 AM,,,,,,,,09:00 AM,10:00 AM,W
282,INORGANIC MOLECULES  MATERIALS & MEDICINE(CSO203A),3-1-0-0(11),"ASHIS KUMAR PATRA(I), JITENDRA   BERA(O)",M (L02) Th (L02) F (L02)  09:00-10:00,W (L14) W (L10) W (L15) W (L11)  09:00-10:00,,M,Th,,9:00 AM,10:00 AM,,,,,,,,09:00 AM,10:00 AM,W
283,ENGLISH LANGUAGE & COMMUNICATION (BASIC) (SCHEME)(ELC111),2-1-1-0(9),SUDHARSHANA N P(I),M (DJAB(205H)) M (EEM117) M (DJAB(206H)) M (DJAB(203H)) W (DJAB(206H)) W (DJAB(203H)) W (DJAB(205H)) W (EEM117) F (DJAB(205H)) F (EEM117) F (DJAB(206H)) F (DJAB(203H))  17:00-18:00,Th (DJAB(203H)) Th (DJAB(205H)) Th (EEM117) Th (DJAB(206H))  17:00-18:00,,M,M,M,17:00 PM,18:00 PM,,,,,,,,17:00 PM,18:00 PM,T
284,ENGLISH LANGUAGE & COMMUNICATION (INTERMEDIATE) (SCHEME)(ELC112),2-1-1-0(9),SUDHARSHANA N P(I),M (DJAB(206H)) M (DJAB(205H)) W (DJAB(205H)) W (DJAB(206H)) F (DJAB(206H)) F (DJAB(205H))  08:00-09:00,Th (DJAB(205H)) Th (DJAB(206H))  08:00-09:00,,M,M,W,8:00 AM,9:00 AM,,,,,,,,08:00 AM,09:00 AM,T
285,ENGLISH LANGUAGE & COMMUNICATION (ADVANCED) (SCHEME)(ELC113),2-1-1-0(9),SUDHARSHANA N P(I),M (DJAB(203H)) M (EEM117) W (DJAB(203H)) W (EEM117) F (DJAB(203H)) F (EEM117)  08:00-09:00,Th (EEM117) Th (DJAB(203H))  08:00-09:00,,M,M,W,8:00 AM,9:00 AM,,,,,,,,08:00 AM,09:00 AM,T
286,MATHEMATICS FOR COMPUTER SCIENCE -I(CS201),3-0-0-0(9),MANINDRA  AGRAWAL   (I),M (RM101) W (RM101) F (RM101)  12:00-13:00,,,M,W,F,12:00 PM,13:00 PM,,,,,,,,,,
287,TECHNICAL COMMUNICATION(CS300A),0-0-2-0(2),Preeti Malakar(I),T (RM101)  10:00-12:00,,,T,1,,10:00 AM,12:00 PM,,,,,,,,,,
288,OPERATING SYSTEMS(CS330A),3-0-3-0(12),Debadatta Mishra(I),T (RM101) W (RM101) Th (RM101)  08:00-09:00,,,T,W,T,8:00 AM,9:00 AM,,,,,,,,,,
289,THEORY OF COMPUTATION(CS340A),3-0-0-0(9),SUNIL EASAW  SIMON (I),"M (RM101) F (RM101)  08:00-09:00 ,T (RM101)  09:00-10:00",,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM,,,,,,
290,ALGORITHMS -II(CS345A),3-0-0-0(9),SURENDER  BASWANA   (I),M (L16) W (L16) F (L16)  09:00-10:00,,,M,W,F,9:00 AM,10:00 AM,,,,,,,,,,
291,PRINCIPLES OF PROGRAMMING LANGAUGES(CS350A),3-0-0-0(9),AMEY  KARKARE   (I),W (KD102) F (KD102)  15:30-17:00,,,W,F,,15:30 PM,17:00 PM,,,,,,,,,,
292,INTRODUCTION TO COMPUTER GRAPHICS(CS360A),3-0-0-0(9),Soumya Dutta(I),M (KD101) Th (KD101)  10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
293,UG PROJECT (UGP-I)(CS395A),0-0-0-0(4),DUGCCSE (I),,,,,,,,,,,,,,,,,,
294,UG PROJECT (UGP-II)(CS396A),0-0-0-0(9),DUGCCSE (I),,,,,,,,,,,,,,,,,,
295,COMPUTER ARCHITECTURE(CS422A),3-0-0-0(9),MAINAK  CHAUDHURI   (I),M (KD101) Th (KD101)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
296,INTRODUCTION TO SOFTWARE ENGINEERING(CS455A),3-0-0-0(9),Sruti Ragavan(I),M (KD101) Th (KD101)  14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
297,UNDER GRADUATE PROJECT-III(CS498A),0-0-0-0(9),DUGCCSE (I),,,,,,,,,,,,,,,,,,
298,UNDER GRADUATE PROJECT-IV(CS499A),0-0-0-0(9),DUGCCSE (I),,,,,,,,,,,,,,,,,,
299,DESIGN AND ANALYSIS OF ALGORITHMS(CS602),3-0-0-0(9),SANJEEV  SAXENA   (I),WF 09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
300,DESIGN AND ANALYSIS OF ALGORITHMS(CS602A),3-0-0-0(9),SANJEEV  SAXENA   (I),W (RM101) F (RM101)  09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
