,Course Name/Group Name,Credits,Instructor,Time,Time.1,Time.2,day1,day2,day3,start_time123,end_time123,day4,day5,start_time456,end_time456,start_time7,end_time7,day7,start_time8,end_time8,day8
561,PHILOSOPHY OF BEAUTY(PHI161A),3-1-0-0(11),PRASHANT BHALCHANDRA  BAGAD (I),M (L06) W (L06) F (L06)  18:00-19:00,Th (L11) Th (L06)  18:00-19:00,,M,W,F,18:00 PM,19:00 PM,,,,,,,,18:00 PM,19:00 PM,T
562,INDIVIDUAL VS AUTHORITY(PHI448A),3-0-0-0(9),VINEET  SAHU (I),M (L13) W (L13) F (L13)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
563,PHILOSOPHY OF COGNITIVE SCIENCE(PHI452A),3-0-0-0(9),Lalit  Saraswat(I),T (L02) W (L02) F (L02)  12:00-13:00,,,T,W,F,12:00 PM,13:00 PM,,,,,,,,,,
564,PHILOSOPHICAL LOGIC(PHI455A),3-0-0-0(9),A V RAVISHANKAR  SARMA (I),M (WL235) W (WL235) F (WL235)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
565,CONTEMPORARY THEMES IN MORAL EPISTEMOLOGY(PHI711),3-0-0-0(9),Sushruth Ravish(I),WF 17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
566,CONTEMPORARY THEMES IN MORAL EPISTEMOLOGY(PHI711A),3-0-0-0(9),Sushruth Ravish(I),W (WL237) F (WL237)  17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
567,MODAL LOGIC(PHI768),3-0-0-0(9),A V RAVISHANKAR  SARMA (I),WF 09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
568,MODAL LOGIC(PHI768A),3-0-0-0(9),A V RAVISHANKAR  SARMA (I),W (T107) F (T107)  09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
569,SOCIAL AND POLITICAL PHILOSPHY(PHI774),3-0-0-0(9),VINEET  SAHU (I),MTh 12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
570,SOCIAL AND POLITICAL PHILOSPHY(PHI774A),3-0-0-0(9),VINEET  SAHU (I),M (FB668) Th (FB668)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
571,PLATO(PHI785),3-0-0-0(9),PRASHANT BHALCHANDRA  BAGAD (I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
572,PLATO(PHI785A),3-0-0-0(9),PRASHANT BHALCHANDRA  BAGAD (I),W (FB668) F (FB668)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
573,EVOLUTIONARY THEORIES OF KNOWLEDGE AND COGNITION(PHI786),3-0-0-0(9),Lalit  Saraswat(I),MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
574,EVOLUTIONARY THEORIES OF KNOWLEDGE AND COGNITION(PHI786A),3-0-0-0(9),Lalit  Saraswat(I),M (T107) Th (T107)  10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
575,PHD THESIS(PHI799),0-0-0-0(0),DPGCHSS (I),,,,,,,,,,,,,,,,,,
576,APPLICATION OF PSYCHOLOGY TO LIFE(PSY152),3-1-0-0(11),KUMAR RAVI  PRIYA (I),MWF 18:00-19:00,Th 18:00-19:00,,M,W,F,18:00 PM,19:00 PM,,,,,,,,18:00 PM,19:00 PM,T
577,APPLICATION OF PSYCHOLOGY TO LIFE(PSY152A),3-1-0-0(11),KUMAR RAVI  PRIYA (I),M (L14) W (L14) F (L14)  18:00-19:00,Th (L14)  18:00-19:00,,M,W,F,18:00 PM,19:00 PM,,,,,,,,18:00 PM,19:00 PM,T
578,SOCIAL COGNITION(PSY468A),3-0-0-0(9),SHIKHA   DIXIT  (I),T (L08) W (L08) F (L08)  12:00-13:00,,,T,W,F,12:00 PM,13:00 PM,,,,,,,,,,
579,QUALITATIVE RESEARCH : THEORY AND PRACTICE(PSY774),3-0-0-0(9),KUMAR RAVI  PRIYA (I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
580,QUALITATIVE RESEARCH : THEORY AND PRACTICE(PSY774A),3-0-0-0(9),KUMAR RAVI  PRIYA (I),W (T105) F (T105)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
581,ADVANCED COURSE IN SOCIAL COGNITION(PSY798),3-0-0-0(9),SHIKHA   DIXIT  (I),MTh 12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
582,ADVANCED COURSE IN SOCIAL COGNITION(PSY798A),3-0-0-0(9),SHIKHA   DIXIT  (I),M (FB657) Th (FB657)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
583,PHD THESIS(PSY799),0-0-0-0(0),DPGCHSS (I),,,,,,,,,,,,,,,,,,
584,INTRODUCTORY SOCIOLOGY(SOC171),3-1-0-0(11),Thounaojam Somokanta(I),MWF 18:00-19:00,Th 18:00-19:00,,M,W,F,18:00 PM,19:00 PM,,,,,,,,18:00 PM,19:00 PM,T
585,INTRODUCTORY SOCIOLOGY(SOC171A),3-1-0-0(11),Thounaojam Somokanta(I),M (L02) W (L02) F (L02)  18:00-19:00,Th (L15) Th (L02)  18:00-19:00,,M,W,F,18:00 PM,19:00 PM,,,,,,,,18:00 PM,19:00 PM,T
586,SOCIOLOGY OF DEVELOPMENT(SOC470A),3-0-0-0(9),BINAY  KUMAR  PATTNAIK (I),T (L04) W (L04) F (L04)  12:00-13:00,,,T,W,F,12:00 PM,13:00 PM,,,,,,,,,,
587,INTRODUCTION TO COMPUTATIONAL SOCIOLOGY(SOC471A),3-0-0-0(9),Pradip  Swarnakar(I),M (T201) W (T201) F (T201)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
588,INDIAN SOCIETY AND CULTURE(SOC473A),3-0-0-0(9),"MUNMUN  JHA (I), ANINDITA  CHAKRABARTI (O)",M (L16) W (L16) F (L16)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
589,CONTEMPORARY APPLICATIONS OF SOCIAL DEMOGRAPHY(SOC476A),3-0-0-0(9),Esha Chatterjee(I),M (L08) W (L08) F (L08)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
590,SOCIOLOGY OF GLOBALIZATION(SOC482A),3-0-0-0(9),JILLET SARAH SAM(I),T (T201) W (T201) F (T201)  12:00-13:00,,,T,W,F,12:00 PM,13:00 PM,,,,,,,,,,
591,SOCIOLOGICAL THEORY(SOC721),3-0-0-0(9),"MUNMUN  JHA (I), ANINDITA  CHAKRABARTI (O)",MTh 09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
592,SOCIOLOGICAL THEORY(SOC721A),3-0-0-0(9),"MUNMUN  JHA (I), ANINDITA  CHAKRABARTI (O)",M (FB668) Th (FB668)  09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
593,POPULATION PROCESSES(SOC733),3-0-0-0(9),Esha Chatterjee(I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
594,POPULATION PROCESSES(SOC733A),3-0-0-0(9),Esha Chatterjee(I),W (EEM111) F (EEM111)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
595,SOCIOLOGY OF ENVIRONMENT(SOC742),3-0-0-0(9),"B N PATNAIK(I), Pradip  Swarnakar(O)",MTh 14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
596,SOCIOLOGY OF ENVIRONMENT(SOC742A),3-0-0-0(9),"B N PATNAIK(I), Pradip  Swarnakar(O)",M (FB657) Th (FB657)  14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
597,SOCIAL THEORY IN  LATE TWENTIETH CENTURY(SOC745),3-0-0-0(9),"Thounaojam Somokanta(I), JILLET SARAH SAM(O)",MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
598,SOCIAL THEORY IN  LATE TWENTIETH CENTURY(SOC745A),3-0-0-0(9),"Thounaojam Somokanta(I), JILLET SARAH SAM(O)",M (T108) Th (T108)  10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
599,PHD THESIS(SOC799),0-0-0-0(0),DPGCHSS (I),,,,,,,,,,,,,,,,,,
600,INTRODUCTION TO MANAGEMENT(IME201),3-0-0-0(9),"DEEPU  PHILIP (I), Abhinava Tripathi(O), AMIT SHUKLA(O)",M (L01) W (L01) Th (L01)  08:00-09:00,,,M,W,T,8:00 AM,9:00 AM,,,,,,,,,,
601,PROBABILITY AND STATISTICS(IME602),3-0-0-0(9),RAGHU NANDAN SENGUPTA(I),MTh 09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
602,PROBABILITY AND STATISTICS(IME602A),3-0-0-0(9),RAGHU NANDAN SENGUPTA(I),M (C3) Th (C3)  09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
603,INTRODUCTION TO COMPUTING(IME603),3-0-0-0(9),VEENA BANSAL(I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
604,INTRODUCTION TO COMPUTING(IME603A),3-0-0-0(9),VEENA BANSAL(I),"T (C3)  14:00-15:15 ,M (C3)  15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
605,OPERATIONS RESEARCH FOR MANAGEMENT(IME605),3-0-0-0(9),SRI VANAMALLA V(I),WF 12:00-13:15,,,W,F,,12:00 PM,13:15 PM,,,,,,,,,,
606,OPERATIONS RESEARCH FOR MANAGEMENT(IME605A),3-0-0-0(9),SRI VANAMALLA V(I),W (C3) F (C3)  12:00-13:15,,,W,F,,12:00 PM,13:15 PM,,,,,,,,,,
607,COMPUTER AIDED DECISION SYSTEMS(IME624),3-0-0-0(9),DEEPU  PHILIP (I),"T 10:00-11:00 ,M 17:00-18:00",,,T,1,,10:00 AM,11:00 AM,M,,17:00 PM,18:00 PM,,,,,,
608,COMPUTER AIDED DECISION SYSTEMS(IME624A),3-0-0-0(9),DEEPU  PHILIP (I),"T (C1)  10:00-11:00 ,M (C1)  17:00-18:00",,,T,1,,10:00 AM,11:00 AM,M,,17:00 PM,18:00 PM,,,,,,
609,INTRODUCTION TO GAME THEORY(IME636),3-0-0-0(9),Vinay Ramani(I),MTh 12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
610,INTRODUCTION TO GAME THEORY(IME636A),3-0-0-0(9),Vinay Ramani(I),MTh 12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
611,DATA MINING AND KNOWLEDGE DISCOVERY(IME672),3-0-0-0(9),FAIZ HAMID(I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
612,DATA MINING AND KNOWLEDGE DISCOVERY(IME672A),3-0-0-0(9),FAIZ HAMID(I),W (C3) F (C3)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
613,ADVANCED STATISTICAL METHODS FOR BUSINESS ANALYTICS(IME692),3-0-0-0(9),RAGHU NANDAN SENGUPTA(I),"F 14:00-15:00 ,T 17:00-18:00",,,F,1,,14:00 PM,15:00 PM,T,,17:00 PM,18:00 PM,,,,,,
614,ADVANCED STATISTICAL METHODS FOR BUSINESS ANALYTICS(IME692A),3-0-0-0(9),RAGHU NANDAN SENGUPTA(I),"F (C3)  14:00-15:00 ,T (C3)  17:00-18:00",,,F,1,,14:00 PM,15:00 PM,T,,17:00 PM,18:00 PM,,,,,,
615,SEMINAR(IME698),0-0-0-0(0),DPGCIME (I),,,,,,,,,,,,,,,,,,
616,SEMINAR(IME698A),0-0-0-0(0),DPGCIME (I),,,,,,,,,,,,,,,,,,
617,M TECH THESIS(IME699),0-0-0-0(0),"DPGCIME (I), DUGCIME (O)",,,,,,,,,,,,,,,,,,
618,STATISTICAL METHODS FOR MANAGEMENT RESEARCH(IME701),3-0-0-0(9),SRI VANAMALLA V(I),MTh 12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
619,STATISTICAL METHODS FOR MANAGEMENT RESEARCH(IME701A),3-0-0-0(9),SRI VANAMALLA V(I),M (C3) Th (C3)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
620,PHD THESIS(IME799),0-0-0-0(0),DPGCIME (I),,,,,,,,,,,,,,,,,,
621,ACCOUNTING & FINANCE(MBA601),3-0-0-0(10),Harshal Mulay(I),"T 10:00-11:00 ,M 17:00-18:00",,,T,1,,10:00 AM,11:00 AM,M,,17:00 PM,18:00 PM,,,,,,
622,ACCOUNTING & FINANCE(MBA601A),3-0-0-1(10),Harshal Mulay(I),"T (C5)  10:00-11:00 ,M (C5)  17:00-18:00",,,T,1,,10:00 AM,11:00 AM,M,,17:00 PM,18:00 PM,,,,,,
623,ECONOMIC ANALYSIS FOR MANAGEMENT(MBA606),3-0-0-0(10),Vinay Ramani(I),WF 09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
624,ECONOMIC ANALYSIS FOR MANAGEMENT(MBA606A),3-0-0-1(10),Vinay Ramani(I),W (C5) F (C5)  09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
625,ORGANIZATION STRUCTURE AND BEHAVIOUR(MBA611),3-0-0-0(10),"RAHUL VARMAN(I), AMIT SHUKLA(O)",MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
626,ORGANIZATION STRUCTURE AND DESIGN(MBA611A),3-0-0-1(10),"RAHUL VARMAN(I), AMIT SHUKLA(O)",M (C5) Th (C5)  10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
627,STRATEGIC MANAGEMENT(MBA623),3-0-0-0(10),R R K  SHARMA (I),WF 09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
628,STRATEGIC MANAGEMENT(MBA623A),3-0-0-0(10),R R K  SHARMA (I),W (C1) F (C1)  09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
629,MARKETING MANAGEMENT(MBA631),3-0-0-0(10),Jitender Kumar(I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
630,MARKETING MANAGEMENT(MBA631A),3-0-0-1(10),Jitender Kumar(I),"T (C5)  14:00-15:15 ,M (C5)  15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
631,BUSINESS PROCESS MANAGEMENT(MBA647),3-0-0-0(10),SUBHAS CHANDRA  MISRA (I),MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
632,BUSINESS PROCESS MANAGEMENT(MBA647A),3-0-0-0(10),SUBHAS CHANDRA  MISRA (I),M (C1) Th (C1)  10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
633,QUANTITATIVE METHODS FOR DECISION MAKING(MBA651),3-0-0-0(10),"FAIZ HAMID(I), AVIJIT KHANRA(O)",TTh 15:30-17:00,,,T,Th,,15:30 PM,17:00 PM,,,,,,,,,,
634,QUANTITATIVE METHODS FOR DECISION MAKING(MBA651A),3-0-0-1(10),"FAIZ HAMID(I), AVIJIT KHANRA(O)",T (C5) Th (C5)  15:30-17:00,,,T,Th,,15:30 PM,17:00 PM,,,,,,,,,,
635,STATISTICAL MODELLING FOR BUSINESS ANALYTICS(MBA652),3-0-0-0(10),DEVLINA CHATTERJEE(I),MTh 12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
636,STATISTICAL MODELLING FOR BUSINESS ANALYTICS(MBA652A),3-0-0-1(10),DEVLINA CHATTERJEE(I),M (C2) Th (C2)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
637,SUPPLY CHAIN MANAGEMENT(MBA664),3-0-0-0(10),Vipin B(I),TTh 15:30-17:00,,,T,Th,,15:30 PM,17:00 PM,,,,,,,,,,
638,SUPPLY CHAIN MANAGEMENT(MBA664A),3-0-0-0(10),Vipin B(I),T (C4) Th (C4)  15:30-17:00,,,T,Th,,15:30 PM,17:00 PM,,,,,,,,,,
639,PROJECT MANAGEMENT(MBA666),3-0-0-0(10),Suvendu Naskar(I),"T 12:00-13:00 ,W 14:00-15:00",,,T,1,,12:00 PM,13:00 PM,W,,14:00 PM,15:00 PM,,,,,,
640,PROJECT MANAGEMENT(MBA666A),3-0-0-1(10),Suvendu Naskar(I),"T (C2)  12:00-13:00 ,W (C2)  14:00-15:00",,,T,1,,12:00 PM,13:00 PM,W,,14:00 PM,15:00 PM,,,,,,
641,INTRODUCTION TO POLICY MAKING(MBA669),3-0-0-0(10),Jothsna Rajan(I),"T 12:00-13:00 ,W 14:00-15:00",,,T,1,,12:00 PM,13:00 PM,W,,14:00 PM,15:00 PM,,,,,,
642,INTRODUCTION TO POLICY MAKING(MBA669A),3-0-0-0(10),Jothsna Rajan(I),"T (C1)  12:00-13:15 ,W (C1)  14:00-15:15",,,T,1,,12:00 PM,13:15 PM,W,,14:00 PM,15:15 PM,,,,,,
643,MANAGING SERVICE OPERATIONS(MBA671),3-0-0-0(9),Prerna Gautam(I),MTh 12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
644,MANAGING SERVICE OPERATIONS(MBA671A),3-0-0-0(10),Prerna Gautam(I),M (C1) Th (C1)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
645,POWER SECTOR REFORM & REFORM AND REGULATION(MBA683),3-0-0-0(10),ANOOP SINGH(I),MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
646,POWER SECTOR REFORM & REGULATION: THEORY AND PRACTICE(MBA683A),3-0-0-0(10),ANOOP SINGH(I),M (C2) Th (C2)  10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
647,MANAGEMENT SEMINARS(MBA698),0-0-0-0(0),DPGCIME (I),,,,,,,,,,,,,,,,,,
648,MANAGEMENT SEMINARS(MBA698A),0-0-0-0(0),DPGCIME (I),,,,,,,,,,,,,,,,,,
649,CAPSTONE PROJECT I(MBA701),0-0-0-0(9),DPGCIME (I),,,,,,,,,,,,,,,,,,
650,CAPSTONE PROJECT I(MBA701A),0-0-0-0(9),DPGCIME (I),,,,,,,,,,,,,,,,,,
651,GOVERNANCE OF GLOBAL VALUE CHAINS(MBA717A),3-0-0-0(5),RAHUL VARMAN(I),W (C1) F (C1)  12:00-13:15,,,W,F,,12:00 PM,13:15 PM,,,,,,,,,,
652,GOVERNANCE OF GLOBAL VALUE CHAINS(MBA717M),3-0-0-0(5),RAHUL VARMAN(I),WF 12:00-13:15,,,W,F,,12:00 PM,13:15 PM,,,,,,,,,,
653,INTRODUCTION TO CLIMATE CHANGE ECONOMICS AND POLICY(MBA726),3-0-0-0(10),Mousami Prasad(I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
654,INTRODUCTION TO CLIMATE CHANGE ECONOMICS AND POLICY(MBA726A),3-0-0-1(10),Mousami Prasad(I),W (L08) F (L08)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
655,BUSINESS TO BUSINESS MARKETING(MBA731A),3-0-0-1(5),Giridhar Vishlavath(I),T (C2) Th (C2)  15:30-17:00,,,T,Th,,15:30 PM,17:00 PM,,,,,,,,,,
656,BUSINESS TO BUSINESS MARKETING(MBA731M),3-0-0-0(5),Giridhar Vishlavath(I),TTh 15:30-17:00,,,T,Th,,15:30 PM,17:00 PM,,,,,,,,,,
657,STRATEGIC MARKETING COMMUNICATIONS(MBA736A),3-0-0-0(5),AMIT SHUKLA(I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
658,STRATEGIC MARKETING COMMUNICATIONS(MBA736M),3-0-0-0(5),AMIT SHUKLA(I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
659,MACHINE LEARNING APPLICATIONS IN FINANCIAL MARKETS(MBA737A),3-0-0-0(5),Abhinava Tripathi(I),W (C1) F (C1)  17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
660,SOCIAL MEDIA ANALYTICS I(MBA749A),3-0-0-0(5),SHANKAR PRAWESH(I),MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
661,SOCIAL MEDIA ANALYTICS I(MBA749M),3-0-0-0(5),SHANKAR PRAWESH(I),MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
662,SOCIAL MEDIA ANALYTICS II(MBA750A),3-0-0-0(5),SHANKAR PRAWESH(I),MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
663,SOCIAL MEDIA ANALYTICS II(MBA750M),3-0-0-0(5),SHANKAR PRAWESH(I),MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
664,FINANCIAL INTERMEDIATION & COMMERCIAL BANKING(MBA773A),3-0-0-0(5),B V  PHANI (I),MTh 14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
665,FINANCIAL INTERMEDIATION & COMMERCIAL BANKING(MBA773M),3-0-0-0(5),B V  PHANI (I),MTh 14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
666,CREDIT RISK MANAGEMENT & MODELLING(MBA774A),3-0-0-0(5),B V  PHANI (I),M (C1) Th (C1)  14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
667,CREDIT RISK MANAGEMENT & MODELLING(MBA774M),3-0-0-0(5),B V  PHANI (I),MTh 14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
668,BEHAVIORAL ECONOMICS IN MANAGEMENT(MBA783A),3-0-0-0(5),DEVLINA CHATTERJEE(I),M (C1) Th (C1)  09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
669,BEHAVIORAL ECONOMICS IN MANAGEMENT(MBA783M),3-0-0-0(5),DEVLINA CHATTERJEE(I),MTh 09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
670,THERMODYNAMICS(ESO201),3-1-0-1(11),AVINASH  KUMAR AGARWAL   (I),M (L20) W (L20) F (L20)  10:00-11:00,Th (L11) Th (L12) Th (T105) Th (T106) Th (T101) Th (T103) Th (T104) Th (T102)  10:00-11:00,,M,W,F,10:00 AM,11:00 AM,,,,,,,,10:00 AM,11:00 AM,T
671,THERMODYNAMICS(ESO201A),3-1-0-0(11),AVINASH  KUMAR AGARWAL   (I),MWThF 10:00-11:00,,,M,W,T,10:00 AM,11:00 AM,,,,,,,,,,
672,PRINCIPLES OF BIOTECHNOLOGY(ESO206),3-0-0-0(9),"ASHWANI KUMAR  THAKUR (I), Shanu Jain(O)",M (DJAB(205H)) W (DJAB(205H)) F (DJAB(205H))  09:00-10:00,,,M,W,F,9:00 AM,10:00 AM,,,,,,,,,,
673,DYNAMICS(ME209),3-0-0-0(9),Akhilesh Mimani(I),M (L19) W (L19) F (L19)  12:00-13:00,,,M,W,F,12:00 PM,13:00 PM,,,,,,,,,,
674,ENERGY SYSTEMS I(ME301A),2-0-0-0(6),Abhishek Sarkar(I),W (L02) F (L02)  11:00-12:00,,,W,F,,11:00 AM,12:00 PM,,,,,,,,,,
675,ADVANCE MECHANICS OF SOLIDS(ME321A),2-0-1-0(7),Manjesh Singh(I),M (L02) Th (L02)  11:00-12:00,,MTTh 14:00-17:00,M,Th,,11:00 AM,12:00 PM,,,,,,,,,,
676,INTRODUCTION TO REFRIGERATION AND AIR CONDITIONING(ME340A),3-0-0-0(9),Pranav Joshi(I),M (L03) Th (L03)  09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
677,THEORY OF MECHANISMS & MACHINES(ME352A),2-0-1-0(7),K Guruprasad(I),M (L18) Th (L18)  12:00-12:50,,MTTh 14:00-17:00,M,Th,,12:00 PM,12:50 PM,,,,,,,,,,
678,INTERNAL COMBUSTION ENGINES(ME359A),3-0-0-0(9),SAMEER  KHANDEKAR   (I),M (T201) Th (T201)  10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
679,MANUFACTURING SCIENCE & TECHNOLOGY(ME361A),3-0-1-0(10),"Supratik Mukhopadhyay(I), Virkeshwar Kumar(O)","M (L02) F (L02)  08:00-09:00 ,T (L02)  09:00-10:00",,MTTh 14:00-17:00,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM,,,,,,
680,MECHANICAL ENGINEERING COMMUNICATION SKILLS(ME399A),0-0-0-2(2),"JISHNU  BHATTACHARYA (I), B  BHATTACHARYA   (O)",T (L01)  10:00-12:00,,,T,1,,10:00 AM,12:00 PM,,,,,,,,,,
681,ENERGY SYSTEMS-II(ME401A),3-0-1-0(10),GAUTAM  BISWAS (I),"W (L02) F (L02)  16:00-17:00 ,T (L02)  18:00-19:00",,MTh 14:00-16:00,W,F,,16:00 PM,17:00 PM,T,,18:00 PM,19:00 PM,,,,,,
682,NUMERICAL SOLUTIONS IN ENGINEERING MECHANICS(ME454A),3-0-0-0(9),ANINDYA  CHATTERJEE (I),"T (T104)  14:00-15:15 ,M (T104)  15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
683,UNDER GRADUATE PROJECT II(ME496A),0-0-0-0(9),DUGCME (I),,,,,,,,,,,,,,,,,,
684,UNDER GRADUATE PROJECT III(ME497A),0-0-0-0(6),DUGCME (I),,,,,,,,,,,,,,,,,,
685,ADVANCED THEORY OF TURBOMACHINERY(ME617),3-0-0-0(9),SUBRATA  SARKAR   (I),WF 17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
686,ADVANCED THEORY OF TURBOMACHINERY(ME617A),3-0-0-0(9),SUBRATA  SARKAR   (I),W (T105) F (T105)  17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
687,INTRODUCTION TO SOLID MECHANICS(ME621),3-0-0-0(9),BASANT LAL  SHARMA     (I),WF 09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
688,INTRODUCTION TO SOLID MECHANICS(ME621A),3-0-0-0(9),BASANT LAL  SHARMA     (I),W (L08) F (L08)  09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
689,FINITE ELEMENT METHODS IN ENGINEERING MECHANICS(ME623),3-0-0-0(9),SUMIT  BASU   (I),MTh 14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
690,FINITE ELEMENT METHODS IN ENGINEERING MECHANICS(ME623A),3-0-0-0(9),SUMIT  BASU   (I),M (T105) Th (T105)  14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
691,APPLIED DYNAMICS AND VIBRATIONS(ME625),3-0-0-0(9),Dipayan Mukherjee(I),MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
692,APPLIED DYNAMICS AND VIBRATIONS(ME625A),3-0-0-0(9),Dipayan Mukherjee(I),M (T209) Th (T209)  10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
